combo_idx,entry_time,exit_time,entry_spot,exit_spot,entry_price_usd,exit_price_usd,fees,pnl,triggered,exit_reason,exit_hour,entry_date,status,month
71,2025-06-24 20:00:00+00:00,2025-06-25 08:00:00+00:00,105631.4,106684.11,633.7884,0.0,66.04075,567.7476,False,expiry,12,2025-06-24,0,2025-06
71,2025-06-25 20:00:00+00:00,2025-06-26 08:00:00+00:00,107725.17,107905.07,430.90067,0.0,44.89985,386.00082,False,expiry,12,2025-06-25,0,2025-06
71,2025-06-26 20:00:00+00:00,2025-06-27 08:00:00+00:00,107533.27,107019.66,430.1331,0.0,44.819866,385.3132,False,expiry,12,2025-06-26,0,2025-06
71,2025-07-02 21:00:00+00:00,2025-07-03 08:00:00+00:00,109207.1,109389.77,655.2426,0.0,68.276276,586.9663,False,expiry,11,2025-07-02,0,2025-07
71,2025-07-03 20:00:00+00:00,2025-07-04 08:00:00+00:00,109856.77,108743.36,659.1406,0.0,68.68245,590.4582,False,expiry,12,2025-07-03,0,2025-07
71,2025-07-08 20:00:00+00:00,2025-07-09 08:00:00+00:00,108770.09,108743.28,435.08035,0.0,45.335373,389.745,False,expiry,12,2025-07-08,0,2025-07
71,2025-07-11 20:00:00+00:00,2025-07-12 08:00:00+00:00,118050.15,117827.26,798.01904,0.0,83.15358,714.8654,False,expiry,12,2025-07-11,0,2025-07
71,2025-07-14 22:00:00+00:00,2025-07-15 08:00:00+00:00,120043.58,116766.02,801.8911,0.0,83.55705,718.33405,False,expiry,10,2025-07-14,0,2025-07
71,2025-07-16 22:00:00+00:00,2025-07-17 08:00:00+00:00,119513.06,118378.85,717.07837,0.0,74.71957,642.35876,False,expiry,10,2025-07-16,0,2025-07
71,2025-07-23 20:00:00+00:00,2025-07-24 08:00:00+00:00,118460.99,118365.93,710.7659,0.0,74.06181,636.7041,False,expiry,12,2025-07-23,0,2025-07
71,2025-07-24 20:00:00+00:00,2025-07-25 08:00:00+00:00,118955.11,115543.32,802.947,0.0,83.667076,719.2799,False,expiry,12,2025-07-24,0,2025-07
71,2025-08-07 20:00:00+00:00,2025-08-08 08:00:00+00:00,117542.8,116800.52,796.9402,0.0,83.04117,713.89905,False,expiry,12,2025-08-07,0,2025-08
71,2025-08-08 20:00:00+00:00,2025-08-09 08:00:00+00:00,116459.8,116768.11,465.83917,0.0,48.540443,417.29874,False,expiry,12,2025-08-08,0,2025-08
71,2025-08-12 20:00:00+00:00,2025-08-13 08:00:00+00:00,119615.56,119523.81,478.46225,0.0,49.855766,428.60648,False,expiry,12,2025-08-12,0,2025-08
71,2025-08-18 20:00:00+00:00,2025-08-19 08:00:00+00:00,116379.71,115011.6,465.51883,0.0,48.50706,417.01178,False,expiry,12,2025-08-18,0,2025-08
71,2025-08-20 21:00:00+00:00,2025-08-21 08:00:00+00:00,114402.81,113900.95,457.61124,0.0,47.68309,409.92816,False,expiry,11,2025-08-20,0,2025-08
71,2025-08-21 22:00:00+00:00,2025-08-22 08:00:00+00:00,112525.47,113038.03,675.1528,0.0,70.35092,604.8019,False,expiry,10,2025-08-21,0,2025-08
71,2025-08-26 21:05:00+00:00,2025-08-27 08:00:00+00:00,111272.48,110798.58,667.6348,0.0,69.56755,598.0673,False,expiry,10,2025-08-26,0,2025-08
71,2025-08-28 20:00:00+00:00,2025-08-29 08:00:00+00:00,111891.14,110191.95,801.14056,0.0,83.47884,717.6617,False,expiry,12,2025-08-28,0,2025-08
71,2025-08-29 22:00:00+00:00,2025-08-30 08:00:00+00:00,108475.51,108510.29,433.902,0.0,45.21259,388.68942,False,expiry,10,2025-08-29,0,2025-08
71,2025-09-01 21:35:00+00:00,2025-09-02 08:00:00+00:00,107806.39,110253.16,431.22556,0.0,44.933704,386.29184,False,expiry,10,2025-09-01,0,2025-09
71,2025-09-02 20:00:00+00:00,2025-09-03 08:00:00+00:00,110748.67,111106.16,442.9947,0.0,46.160046,396.83463,False,expiry,12,2025-09-02,0,2025-09
71,2025-09-05 20:00:00+00:00,2025-09-06 08:00:00+00:00,111649.4,110844.15,446.5976,0.0,46.53547,400.0621,False,expiry,12,2025-09-05,0,2025-09
71,2025-09-11 23:50:00+00:00,2025-09-12 08:00:00+00:00,115465.29,115152.76,692.7917,0.0,72.188896,620.60284,False,expiry,8,2025-09-11,0,2025-09
71,2025-09-16 21:00:00+00:00,2025-09-17 08:00:00+00:00,116883.16,117222.28,467.53262,0.0,48.7169,418.8157,False,expiry,11,2025-09-16,0,2025-09
71,2025-09-18 20:10:00+00:00,2025-09-19 08:00:00+00:00,117554.74,116963.64,470.21896,0.0,48.996815,421.22214,False,expiry,11,2025-09-18,0,2025-09
