trade_num,entry_date,side,short_strike,expiry,exit_type,short_pnl,long_strike,long_delta,long_ask_entry,long_bid_exit,long_cost_usd,long_exit_usd,long_pnl_usd,spread_pnl,spread_width_usd,spot_entry,spot_exit,note
128,2025-05-17,Short put,96000.0,30MAY25,ask,351.1,86000.0,0.026,0.001,0.0002,-114.44,19.48,-94.96,256.14,10000.0,103641.0,108747.0,
129,2025-05-18,Short put,96000.0,30MAY25,ask,323.35,88000.0,0.0327,0.0013,0.0003,-149.23,29.2,-120.03,203.32,8000.0,103959.0,108644.0,
130,2025-05-20,Short put,99000.0,30MAY25,ask,465.79,90000.0,0.0272,0.001,0.0002,-117.49,19.59,-97.91,367.88,9000.0,106405.0,109321.0,
131,2025-05-22,Short put,101000.0,6JUN25,ask,143.11,90000.0,0.0322,0.0016,0.0006,-196.53,58.07,-138.46,4.65,11000.0,111241.0,108037.0,
132,2025-05-29,Short put,98000.0,13JUN25,ask,207.39,88000.0,0.0278,0.0014,0.0004,-167.01,37.55,-129.46,77.93,10000.0,108037.0,104805.0,
133,2025-05-30,Short put,98000.0,13JUN25,ask,136.24,88000.0,0.0352,0.0018,0.0005,-211.56,46.17,-165.39,-29.15,10000.0,106441.0,103081.0,
134,2025-05-31,Short put,95000.0,13JUN25,ask,420.61,85000.0,0.0249,0.0012,0.0001,-137.64,9.41,-128.24,292.37,10000.0,103878.0,105001.0,
135,2025-06-01,Short put,98000.0,13JUN25,ask,586.88,88000.0,0.0297,0.0013,0.0002,-150.42,18.9,-131.52,455.36,10000.0,104791.0,105511.0,
136,2025-06-02,Short put,98000.0,13JUN25,ask,455.13,90000.0,0.0334,0.0014,0.0003,-162.43,28.34,-134.09,321.04,8000.0,105071.0,105451.0,
137,2025-06-03,Short put,98000.0,13JUN25,ask,391.15,90000.0,0.0276,0.0011,0.0001,-128.37,9.8,-118.57,272.58,8000.0,105686.0,109349.0,
138,2025-06-05,Short put,96000.0,20JUN25,ask,345.78,85000.0,0.0195,0.0009,0.0002,-104.27,19.31,-84.96,260.82,11000.0,104918.0,107765.0,
139,2025-06-06,Short put,95000.0,20JUN25,ask,244.69,85000.0,0.0249,0.0011,0.0004,-125.31,37.32,-87.99,156.7,10000.0,103167.0,104154.0,
140,2025-06-07,Short put,98000.0,20JUN25,ask,219.63,90000.0,0.034,0.0013,0.0006,-150.86,56.62,-94.23,125.4,8000.0,105094.0,105350.0,
141,2025-06-08,Short put,98000.0,20JUN25,ask,209.73,90000.0,0.0308,0.0012,0.0003,-139.94,28.52,-111.42,98.31,8000.0,105612.0,106120.0,
142,2025-06-09,Short put,98000.0,20JUN25,ask,305.69,90000.0,0.0311,0.0013,0.0003,-151.56,28.64,-122.91,182.78,8000.0,105581.0,106589.0,
143,2025-06-10,Short put,102000.0,20JUN25,ask,203.34,94000.0,0.0312,0.0011,0.0003,-133.07,28.8,-104.27,99.07,8000.0,109554.0,107149.0,
144,2025-06-12,Short put,100000.0,27JUN25,ask,-22.81,90000.0,0.029,0.0013,0.0006,-155.06,56.39,-98.67,-121.48,10000.0,108023.0,104911.0,
145,2025-06-13,Short put,95000.0,27JUN25,ask,353.89,85000.0,0.0237,0.001,0.0002,-115.15,18.77,-96.38,257.51,10000.0,104288.0,104787.0,
146,2025-06-14,Short put,97000.0,27JUN25,ask,175.81,88000.0,0.0282,0.0013,0.0003,-151.56,27.83,-123.72,52.09,9000.0,105581.0,103565.0,
147,2025-06-15,Short put,97000.0,27JUN25,ask,129.45,88000.0,0.0284,0.0014,0.0004,-164.33,36.92,-127.4,2.05,9000.0,106299.0,103050.0,
148,2025-06-17,Short put,100000.0,27JUN25,ask,261.73,92000.0,0.0287,0.0011,0.0002,-130.34,18.93,-111.41,150.32,8000.0,107309.0,105633.0,
149,2025-06-18,Short call,112000.0,27JUN25,ask,434.92,120000.0,0.0334,0.001,0.0001,-116.56,9.53,-107.02,327.9,8000.0,105556.0,106439.0,
150,2025-06-19,Short call,114000.0,4JUL25,ask,115.0,125000.0,0.0272,0.0011,0.0003,-127.61,28.98,-98.63,16.37,11000.0,105065.0,107855.0,
151,2025-06-20,Short call,113000.0,4JUL25,ask,135.94,125000.0,0.0253,0.0009,0.0003,-104.06,28.89,-75.16,60.78,12000.0,104710.0,107517.0,
152,2025-06-21,Short call,111000.0,4JUL25,ask,22.14,120000.0,0.0342,0.0011,0.0002,-125.7,19.25,-106.44,-84.3,9000.0,103488.0,107466.0,
153,2025-06-22,Short call,111000.0,4JUL25,ask,-53.5,120000.0,0.0355,0.0013,0.0002,-147.83,19.25,-128.58,-182.08,9000.0,102987.0,107463.0,
154,2025-06-24,Short put,99000.0,4JUL25,ask,511.31,90000.0,0.0258,0.001,0.0,-116.56,0.0,-116.56,394.75,9000.0,105559.0,107071.0,
155,2025-06-25,Short put,100000.0,4JUL25,ask,354.79,93000.0,0.0328,0.0011,0.0,-129.19,0.0,-129.19,225.6,7000.0,106359.0,106741.0,
156,2025-06-26,Short put,100000.0,11JUL25,ask,384.53,90000.0,0.029,0.0013,0.0003,-154.82,29.44,-125.38,259.15,10000.0,107855.0,109557.0,
157,2025-06-27,Short put,100000.0,11JUL25,ask,351.52,90000.0,0.0262,0.001,0.0004,-118.72,39.11,-79.61,271.91,10000.0,107517.0,109159.0,
158,2025-06-28,Short put,101000.0,11JUL25,ask,288.07,92000.0,0.0298,0.0012,0.0003,-142.4,29.1,-113.3,174.77,9000.0,107466.0,108265.0,
159,2025-06-29,Short put,100000.0,11JUL25,ask,310.44,92000.0,0.0263,0.001,0.0002,-118.66,19.37,-99.29,211.15,8000.0,107463.0,108096.0,
160,2025-06-30,Short put,102000.0,11JUL25,ask,378.42,94000.0,0.0315,0.0011,0.0002,-131.77,19.56,-112.21,266.21,8000.0,108486.0,109200.0,
161,2025-07-01,Short put,101000.0,11JUL25,ask,352.29,94000.0,0.0326,0.0011,0.0001,-130.05,9.69,-120.36,231.93,7000.0,107071.0,108222.0,
162,2025-07-02,Short put,101000.0,11JUL25,ask,345.95,94000.0,0.0316,0.0011,0.0,-129.65,0.0,-129.65,216.3,7000.0,106742.0,108831.0,
163,2025-07-03,Short call,120000.0,18JUL25,ask,148.36,130000.0,0.0281,0.001,0.0003,-121.07,29.87,-91.2,57.16,10000.0,109646.0,111145.0,
164,2025-07-10,Short put,104000.0,25JUL25,ask,485.99,94000.0,0.0329,0.0013,0.0003,-160.01,31.89,-128.13,357.86,10000.0,111472.0,118649.0,
165,2025-07-11,Short call,130000.0,25JUL25,ask,2.76,140000.0,0.0235,0.001,0.0005,-130.63,54.03,-76.59,-73.83,10000.0,118302.0,120641.0,
166,2025-07-12,Short call,126000.0,25JUL25,ask,294.12,135000.0,0.0379,0.0013,0.0005,-169.51,52.99,-116.52,177.6,9000.0,118089.0,118310.0,
167,2025-07-13,Short put,110000.0,25JUL25,ask,283.56,100000.0,0.0309,0.0012,0.0005,-156.56,53.0,-103.56,180.0,10000.0,118152.0,118329.0,
168,2025-07-15,Short put,109000.0,25JUL25,ask,478.09,98000.0,0.0309,0.0014,0.0002,-181.86,21.08,-160.78,317.31,11000.0,117643.0,117655.0,
169,2025-07-16,Short put,111000.0,25JUL25,ask,380.42,103000.0,0.029,0.001,0.0002,-130.42,21.33,-109.09,271.33,8000.0,118113.0,119070.0,
170,2025-07-17,Short call,129000.0,1AUG25,ask,431.3,145000.0,0.0261,0.0012,0.0003,-157.77,31.68,-126.09,305.21,16000.0,119071.0,117884.0,
171,2025-07-18,Short call,132000.0,1AUG25,ask,645.3,145000.0,0.0363,0.0015,0.0002,-200.47,20.8,-179.67,465.63,13000.0,121033.0,116103.0,
172,2025-07-19,Short call,128000.0,1AUG25,ask,383.69,140000.0,0.0316,0.0012,0.0002,-157.12,21.16,-135.96,247.73,12000.0,118574.0,118104.0,
173,2025-07-20,Short put,110000.0,1AUG25,ask,283.42,100000.0,0.033,0.0014,0.0006,-182.92,63.91,-119.01,164.41,10000.0,118329.0,118910.0,
174,2025-07-21,Short put,111000.0,1AUG25,ask,395.18,100000.0,0.031,0.0013,0.0004,-170.56,43.04,-127.52,267.66,11000.0,118819.0,120129.0,
175,2025-07-22,Short put,110000.0,1AUG25,ask,382.29,100000.0,0.032,0.0014,0.0003,-181.88,32.06,-149.82,232.47,10000.0,117655.0,119291.0,
176,2025-07-23,Short put,112000.0,1AUG25,ask,353.96,102000.0,0.0323,0.0012,0.0002,-157.77,21.21,-136.56,217.4,10000.0,119067.0,118374.0,
177,2025-07-24,Short put,108000.0,8AUG25,ask,435.64,95000.0,0.0292,0.0014,0.0005,-182.45,53.14,-129.31,306.33,13000.0,118025.0,118653.0,
178,2025-07-25,Short put,105000.0,8AUG25,ask,441.22,95000.0,0.0428,0.0024,0.0005,-307.29,51.87,-255.42,185.8,10000.0,115958.0,115805.0,
179,2025-07-26,Short put,110000.0,8AUG25,ask,-79.72,95000.0,0.0287,0.0014,0.0005,-182.34,51.12,-131.21,-210.93,15000.0,117950.0,114140.0,
180,2025-07-31,Short call,128000.0,15AUG25,ask,445.63,140000.0,0.0214,0.0007,0.0,-91.71,0.0,-91.71,353.92,12000.0,118653.0,114813.0,
181,2025-08-01,Short put,108000.0,15AUG25,ask,414.64,95000.0,0.0255,0.0011,0.0003,-140.66,31.35,-109.31,305.33,13000.0,115805.0,116669.0,
182,2025-08-02,Short put,106000.0,15AUG25,ask,442.6,95000.0,0.029,0.0013,0.0002,-163.84,20.92,-142.92,299.68,11000.0,114140.0,116792.0,
183,2025-08-03,Short put,105000.0,15AUG25,ask,522.48,95000.0,0.0316,0.0014,0.0,-175.69,0.0,-175.69,346.79,10000.0,113648.0,118061.0,
184,2025-08-05,Short put,108000.0,15AUG25,ask,403.01,100000.0,0.0347,0.0011,0.0001,-139.21,10.64,-128.56,274.45,8000.0,114610.0,118816.0,
185,2025-08-07,Short put,108000.0,22AUG25,ask,433.69,95000.0,0.0222,0.0009,0.0004,-114.22,43.79,-70.43,363.26,13000.0,114931.0,122199.0,
186,2025-08-08,Short put,109000.0,22AUG25,ask,299.65,100000.0,0.0319,0.0013,0.0004,-167.9,42.67,-125.23,174.42,9000.0,116966.0,119095.0,
187,2025-08-09,Short put,110000.0,22AUG25,ask,174.0,102000.0,0.034,0.0012,0.0005,-155.24,52.71,-102.52,71.48,8000.0,117157.0,117693.0,
188,2025-08-10,Short put,112000.0,22AUG25,ask,107.77,102000.0,0.0269,0.001,0.0006,-130.84,63.47,-67.37,40.4,10000.0,118494.0,118085.0,
189,2025-08-12,Short put,113000.0,22AUG25,ask,-349.2,102000.0,0.0264,0.001,0.0008,-131.59,82.42,-49.16,-398.36,11000.0,119170.0,115014.0,
190,2025-08-15,Short call,128000.0,29AUG25,ask,409.35,140000.0,0.0276,0.0009,0.0002,-118.77,20.37,-98.4,310.95,12000.0,119512.0,113709.0,
191,2025-08-16,Short call,126000.0,29AUG25,ask,341.42,135000.0,0.0316,0.0009,0.0003,-117.29,31.33,-85.96,255.46,9000.0,118020.0,116565.0,
192,2025-08-17,Short call,126000.0,29AUG25,ask,405.14,136000.0,0.0304,0.001,0.0001,-130.65,10.36,-120.3,284.84,10000.0,118325.0,115633.0,
193,2025-08-18,Short call,123000.0,29AUG25,ask,375.07,132000.0,0.032,0.0009,0.0002,-115.17,20.22,-94.95,280.12,9000.0,115894.0,112855.0,
194,2025-08-19,Short call,122000.0,29AUG25,ask,432.11,132000.0,0.0302,0.0009,0.0001,-114.4,9.9,-104.49,327.62,10000.0,115116.0,110568.0,
195,2025-08-21,Short call,123000.0,5SEP25,ask,346.38,135000.0,0.0293,0.0011,0.0003,-138.85,30.45,-108.39,237.99,12000.0,114313.0,113323.0,
196,2025-08-22,Short call,123000.0,5SEP25,ask,385.63,135000.0,0.0309,0.0011,0.0002,-137.92,20.0,-117.92,267.71,12000.0,113551.0,111612.0,
197,2025-08-25,Short call,120000.0,5SEP25,ask,413.27,130000.0,0.0279,0.0009,0.0001,-111.96,9.68,-102.28,310.99,10000.0,112663.0,108042.0,
198,2025-08-26,Short call,118000.0,5SEP25,ask,353.29,128000.0,0.029,0.001,0.0,-121.88,0.0,-121.88,231.41,10000.0,110380.0,110455.0,
199,2025-08-27,Short call,118000.0,5SEP25,ask,351.97,126000.0,0.0324,0.0009,0.0,-110.92,0.0,-110.92,241.05,8000.0,111618.0,110863.0,
200,2025-08-28,Short put,104000.0,12SEP25,ask,25.62,90000.0,0.0229,0.0013,0.0003,-162.67,29.78,-132.89,-107.27,14000.0,113323.0,110806.0,
201,2025-08-29,Short put,104000.0,12SEP25,ask,334.34,90000.0,0.026,0.0012,0.0003,-147.89,30.03,-117.86,216.48,14000.0,111612.0,111727.0,
202,2025-08-30,Short call,116000.0,12SEP25,ask,77.76,125000.0,0.0364,0.0011,0.0002,-131.82,19.85,-111.97,-34.21,9000.0,108529.0,110796.0,
203,2025-08-31,Short call,117000.0,12SEP25,ask,213.52,125000.0,0.0369,0.0012,0.0003,-144.37,29.76,-114.61,98.91,8000.0,108952.0,110738.0,
204,2025-09-01,Short call,116000.0,12SEP25,ask,163.97,125000.0,0.0328,0.001,0.0001,-119.3,9.95,-109.35,54.62,9000.0,108042.0,111066.0,
205,2025-09-02,Short put,104000.0,12SEP25,ask,582.17,95000.0,0.0336,0.0013,0.0002,-158.55,20.11,-138.44,443.73,9000.0,110452.0,112233.0,
206,2025-09-03,Short put,104000.0,12SEP25,ask,456.79,95000.0,0.03,0.0011,0.0001,-134.66,9.99,-124.66,332.13,9000.0,110863.0,111571.0,
207,2025-09-04,Short put,102000.0,19SEP25,ask,612.76,95000.0,0.0513,0.0022,0.0003,-269.52,30.72,-238.81,373.95,7000.0,110949.0,114299.0,
208,2025-09-05,Short put,102000.0,19SEP25,ask,501.53,95000.0,0.043,0.0018,0.0001,-222.31,10.37,-211.94,289.59,7000.0,111850.0,115710.0,
209,2025-09-08,Short put,104000.0,19SEP25,ask,539.95,95000.0,0.0329,0.0014,0.0001,-171.92,10.44,-161.48,378.47,9000.0,111212.0,116562.0,
210,2025-09-09,Short put,105000.0,19SEP25,ask,448.09,95000.0,0.0237,0.0009,0.0001,-111.69,10.39,-101.3,346.79,10000.0,112387.0,115956.0,
211,2025-09-11,Short put,106000.0,26SEP25,ask,441.77,95000.0,0.0293,0.0013,0.0003,-164.61,31.52,-133.09,308.68,11000.0,114673.0,117293.0,
212,2025-09-12,Short put,108000.0,26SEP25,ask,346.48,98000.0,0.0304,0.0012,0.0002,-153.87,21.05,-132.82,213.66,10000.0,116125.0,117481.0,
213,2025-09-13,Short call,124000.0,26SEP25,ask,366.24,134000.0,0.0299,0.0009,0.0001,-115.44,10.41,-105.03,261.21,10000.0,116162.0,116176.0,
214,2025-09-14,Short call,124000.0,26SEP25,ask,286.8,132000.0,0.0309,0.0009,0.0002,-115.55,20.81,-94.74,192.06,8000.0,116273.0,116128.0,
215,2025-09-15,Short put,110000.0,26SEP25,ask,82.89,98000.0,0.0284,0.0012,0.0006,-155.0,61.47,-93.53,-10.64,12000.0,116979.0,114369.0,
216,2025-09-22,Short call,120000.0,3OCT25,ask,530.68,130000.0,0.0335,0.0012,0.0,-151.02,0.0,-151.02,379.66,10000.0,113972.0,111976.0,
217,2025-09-23,Short call,119000.0,3OCT25,ask,249.19,130000.0,0.0198,0.0006,0.0,-74.76,0.0,-74.76,174.43,11000.0,112838.0,114167.0,
218,2025-10-02,Short put,110000.0,17OCT25,ask,443.95,98000.0,0.0313,0.0015,0.0002,-196.68,21.89,-174.79,269.16,12000.0,118747.0,122175.0,
219,2025-10-03,Short put,112000.0,17OCT25,ask,358.02,100000.0,0.0267,0.0012,0.0002,-159.53,21.8,-137.73,220.29,12000.0,120395.0,121656.0,
220,2025-10-11,Short call,123000.0,24OCT25,ask,636.85,140000.0,0.0267,0.0012,0.0,-149.12,0.0,-149.12,487.73,17000.0,112541.0,106863.0,
221,2025-10-12,Short call,123000.0,24OCT25,ask,632.79,140000.0,0.0323,0.0016,0.0,-197.7,0.0,-197.7,435.09,17000.0,111900.0,106914.0,
222,2025-10-13,Short call,125000.0,24OCT25,ask,508.95,140000.0,0.0264,0.0011,0.0001,-139.56,9.95,-129.62,379.33,15000.0,114904.0,111057.0,
223,2025-10-16,Short call,122000.0,31OCT25,ask,438.8,136000.0,0.0296,0.0013,0.0005,-159.65,48.82,-110.83,327.97,14000.0,111216.0,108990.0,
224,2025-10-17,Short call,120000.0,31OCT25,ask,273.96,135000.0,0.03,0.0014,0.0004,-168.01,39.98,-128.02,145.94,15000.0,108680.0,111588.0,
225,2025-10-19,Short put,98000.0,31OCT25,ask,801.01,85000.0,0.0271,0.0015,0.0,-177.4,0.0,-177.4,623.61,13000.0,107104.0,111913.0,
226,2025-10-20,Short put,102000.0,31OCT25,ask,707.73,90000.0,0.0331,0.0018,0.0002,-221.13,20.87,-200.27,507.46,12000.0,111259.0,116463.0,
227,2025-10-23,Short put,98000.0,7NOV25,ask,541.24,85000.0,0.0272,0.0017,0.0003,-205.07,29.86,-175.21,366.03,13000.0,109244.0,111094.0,
228,2025-10-24,Short put,102000.0,7NOV25,ask,297.96,90000.0,0.0297,0.0015,0.0003,-184.64,29.52,-155.12,142.84,12000.0,111479.0,109842.0,
229,2025-10-25,Short put,103000.0,7NOV25,ask,384.47,90000.0,0.021,0.001,0.0003,-123.19,29.6,-93.59,290.88,13000.0,111563.0,110141.0,
230,2025-10-26,Short put,103000.0,7NOV25,ask,416.44,90000.0,0.0207,0.0011,0.0002,-135.79,19.85,-115.94,300.5,13000.0,111798.0,110820.0,
231,2025-11-03,Short put,100000.0,14NOV25,ask,402.8,90000.0,0.03,0.0013,0.0001,-154.44,9.51,-144.93,257.87,10000.0,107589.0,106205.0,
232,2025-11-04,Short call,113000.0,14NOV25,ask,449.0,124000.0,0.0296,0.0011,0.0,-127.32,0.0,-127.32,321.68,11000.0,104824.0,105243.0,
233,2025-11-06,Short call,113000.0,21NOV25,ask,299.68,125000.0,0.0277,0.0011,0.0005,-125.73,46.39,-79.34,220.34,12000.0,103514.0,103566.0,
234,2025-11-07,Short call,112000.0,21NOV25,ask,376.67,125000.0,0.0295,0.0013,0.0006,-146.33,52.41,-93.92,282.75,13000.0,101938.0,97511.0,
235,2025-11-18,Short call,98000.0,28NOV25,ask,450.27,110000.0,0.0293,0.0013,0.0002,-128.59,15.79,-112.8,337.47,12000.0,89580.0,88147.0,
236,2025-11-20,Short put,84000.0,5DEC25,ask,428.01,78000.0,0.0739,0.0043,0.0014,-418.98,114.61,-304.37,123.64,6000.0,92083.0,91385.0,
237,2025-11-21,Short put,78000.0,5DEC25,ask,1004.42,,,,,0.0,0.0,0.0,1004.42,,85473.0,91263.0,long_not_found
238,2025-11-24,Short put,78000.0,5DEC25,ask,358.92,65000.0,0.0215,0.0014,0.0001,-134.45,7.73,-126.72,232.2,13000.0,86970.0,86291.0,
239,2025-11-25,Short put,80000.0,5DEC25,ask,389.77,70000.0,0.0314,0.0018,0.0002,-175.05,15.62,-159.43,230.34,10000.0,88074.0,87199.0,
240,2025-11-27,Short put,82000.0,12DEC25,ask,506.73,70000.0,0.0281,0.0016,0.0001,-161.45,8.35,-153.1,353.63,12000.0,91384.0,93248.0,
241,2025-11-28,Short put,82000.0,12DEC25,ask,427.18,70000.0,0.0256,0.0015,0.0001,-151.43,8.28,-143.15,284.03,12000.0,91426.0,92391.0,
242,2025-11-29,Short put,82000.0,12DEC25,ask,375.71,70000.0,0.0248,0.0015,0.0002,-150.28,16.08,-134.2,241.51,12000.0,90732.0,89730.0,
243,2025-11-30,Short put,83000.0,12DEC25,ask,343.28,70000.0,0.0204,0.0011,0.0001,-110.65,8.04,-102.61,240.67,13000.0,91100.0,89734.0,
244,2025-12-01,Short put,78000.0,12DEC25,ask,676.98,65000.0,0.0202,0.0013,0.0,-123.87,0.0,-123.87,553.11,13000.0,86291.0,91505.0,
245,2025-12-02,Short put,80000.0,12DEC25,ask,686.17,70000.0,0.038,0.0022,0.0001,-211.83,8.08,-203.75,482.42,10000.0,87199.0,90181.0,
246,2025-12-03,Short put,86000.0,12DEC25,ask,469.52,78000.0,0.0323,0.0014,0.0,-144.68,0.0,-144.68,324.84,8000.0,93588.0,92714.0,
247,2025-12-04,Short put,84000.0,19DEC25,ask,168.85,75000.0,0.0377,0.0021,0.001,-216.4,80.9,-135.5,33.35,9000.0,93323.0,90311.0,
248,2025-12-05,Short put,83000.0,19DEC25,ask,443.34,75000.0,0.0392,0.0021,0.0003,-214.39,24.86,-189.53,253.81,8000.0,92456.0,92518.0,
249,2025-12-06,Short put,82000.0,19DEC25,ask,618.0,70000.0,0.0214,0.0011,0.0001,-109.06,8.09,-100.96,517.04,12000.0,89788.0,90365.0,
250,2025-12-07,Short put,82000.0,19DEC25,ask,627.41,70000.0,0.0227,0.0013,0.0001,-128.87,8.08,-120.79,506.62,12000.0,89776.0,90167.0,
251,2025-12-08,Short put,83000.0,19DEC25,ask,480.17,75000.0,0.038,0.002,0.0001,-202.31,8.04,-194.27,285.9,8000.0,91608.0,89752.0,
252,2025-12-09,Short put,82000.0,19DEC25,ask,231.16,75000.0,0.0377,0.0018,0.0004,-179.35,30.99,-148.36,82.8,7000.0,90238.0,86492.0,
253,2025-12-11,Short call,100000.0,26DEC25,ask,346.99,108000.0,0.0291,0.0011,0.0002,-109.83,15.52,-94.32,252.67,8000.0,90427.0,86616.0,
254,2025-12-12,Short put,84000.0,26DEC25,ask,-303.72,75000.0,0.0308,0.0015,0.0013,-153.49,101.77,-51.72,-355.44,9000.0,92673.0,87393.0,
255,2025-12-13,Short put,82000.0,26DEC25,ask,278.31,70000.0,0.0194,0.001,0.0001,-99.88,7.91,-91.97,186.34,12000.0,90455.0,88270.0,
256,2025-12-14,Short put,82000.0,26DEC25,ask,295.41,75000.0,0.0417,0.0021,0.0003,-209.29,23.67,-185.62,109.79,7000.0,90257.0,88068.0,
257,2025-12-15,Short put,82000.0,26DEC25,ask,343.32,75000.0,0.0367,0.0017,0.0002,-168.69,15.92,-152.77,190.55,7000.0,89867.0,88883.0,
258,2025-12-16,Short put,80000.0,26DEC25,ask,543.39,70000.0,0.0294,0.0015,0.0,-143.36,0.0,-143.36,400.03,10000.0,86554.0,87350.0,
259,2025-12-17,Short put,80000.0,26DEC25,ask,411.18,70000.0,0.0231,0.0011,0.0,-105.45,0.0,-105.45,305.73,10000.0,86814.0,86962.0,
260,2025-12-18,Short call,95000.0,2JAN26,ask,283.39,105000.0,0.0287,0.0012,0.0003,-114.94,23.59,-91.35,192.04,10000.0,86743.0,87782.0,
261,2025-12-19,Short put,80000.0,2JAN26,ask,557.61,75000.0,0.073,0.004,0.0005,-372.29,40.03,-332.26,225.35,5000.0,87597.0,89369.0,
262,2025-12-20,Short put,80000.0,2JAN26,ask,330.94,75000.0,0.0476,0.0021,0.0004,-205.1,31.43,-173.67,157.27,5000.0,88451.0,87728.0,
263,2025-12-21,Short put,80000.0,2JAN26,ask,305.03,75000.0,0.046,0.0021,0.0002,-204.59,15.76,-188.83,116.2,5000.0,88232.0,87991.0,
264,2025-12-22,Short put,82000.0,2JAN26,ask,395.23,75000.0,0.0352,0.0016,0.0002,-157.32,16.12,-141.2,254.03,7000.0,89048.0,89994.0,
265,2025-12-23,Short put,82000.0,2JAN26,ask,457.24,75000.0,0.0402,0.0016,0.0001,-154.55,7.84,-146.7,310.54,7000.0,87477.0,87548.0,
266,2025-12-24,Short put,82000.0,2JAN26,ask,455.25,75000.0,0.0377,0.0014,0.0,-134.6,0.0,-134.6,320.65,7000.0,87072.0,88643.0,
267,2025-12-25,Short put,80000.0,9JAN26,ask,212.27,75000.0,0.0583,0.0029,0.0011,-277.14,86.44,-190.7,21.57,5000.0,87982.0,87726.0,
268,2025-12-26,Short put,82000.0,9JAN26,ask,268.92,75000.0,0.0451,0.0022,0.0006,-216.87,47.84,-169.02,99.9,7000.0,89273.0,89012.0,
