trade_num,entry_date,side,short_strike,expiry,exit_type,short_pnl,long_strike,long_delta,long_ask_entry,long_bid_exit,long_cost_usd,long_exit_usd,long_pnl_usd,spread_pnl,spread_width_usd,spot_entry,spot_exit,note
141,2025-06-08,Short put,98000.0,20JUN25,ask,209.73,94000.0,0.0631,0.0023,0.0008,-268.22,76.05,-192.17,17.56,4000.0,105612.0,106120.0,
142,2025-06-09,Short put,98000.0,20JUN25,ask,305.69,94000.0,0.0624,0.0023,0.0005,-268.13,47.74,-220.39,85.3,4000.0,105579.0,106589.0,
143,2025-06-10,Short put,102000.0,20JUN25,ask,203.34,97000.0,0.0515,0.0018,0.0005,-217.75,47.99,-169.75,33.59,5000.0,109554.0,107149.0,
144,2025-06-12,Short put,100000.0,27JUN25,ask,-22.81,92000.0,0.0392,0.0017,0.0009,-202.77,84.58,-118.19,-141.0,8000.0,108023.0,104911.0,
145,2025-06-13,Short put,95000.0,27JUN25,ask,353.89,90000.0,0.0552,0.0023,0.0006,-264.86,56.32,-208.53,145.36,5000.0,104288.0,104787.0,
146,2025-06-14,Short put,97000.0,27JUN25,ask,175.81,92000.0,0.054,0.0022,0.0007,-256.48,64.94,-191.54,-15.73,5000.0,105581.0,103565.0,
147,2025-06-15,Short put,97000.0,27JUN25,ask,129.45,92000.0,0.0519,0.0023,0.0009,-269.94,83.08,-186.86,-57.41,5000.0,106291.0,103050.0,
148,2025-06-17,Short put,100000.0,27JUN25,ask,261.73,95000.0,0.0529,0.0019,0.0005,-225.13,47.31,-177.82,83.91,5000.0,107309.0,105633.0,
149,2025-06-18,Short call,112000.0,27JUN25,ask,434.92,120000.0,0.0334,0.001,0.0001,-116.56,9.53,-107.02,327.9,8000.0,105556.0,106439.0,
150,2025-06-19,Short call,114000.0,4JUL25,ask,115.0,120000.0,0.0563,0.0021,0.0007,-243.63,67.63,-176.0,-61.0,6000.0,105066.0,107855.0,
151,2025-06-20,Short call,113000.0,4JUL25,ask,135.94,120000.0,0.0474,0.0016,0.0006,-184.99,57.79,-127.2,8.74,7000.0,104710.0,107517.0,
152,2025-06-21,Short call,111000.0,4JUL25,ask,22.14,118000.0,0.0465,0.0016,0.0004,-182.83,38.51,-144.33,-122.19,7000.0,103488.0,107466.0,
153,2025-06-22,Short call,111000.0,4JUL25,ask,-53.5,118000.0,0.0473,0.0017,0.0003,-193.32,28.88,-164.44,-217.94,7000.0,102987.0,107463.0,
154,2025-06-24,Short put,99000.0,4JUL25,ask,511.31,93000.0,0.0454,0.0015,0.0,-174.84,0.0,-174.84,336.47,6000.0,105558.0,107071.0,
155,2025-06-25,Short put,100000.0,4JUL25,ask,354.79,95000.0,0.0472,0.0016,0.0,-187.91,0.0,-187.91,166.88,5000.0,106359.0,106741.0,
156,2025-06-26,Short put,100000.0,11JUL25,ask,384.53,94000.0,0.0525,0.0022,0.0006,-262.01,58.88,-203.12,181.41,6000.0,107855.0,109557.0,
157,2025-06-27,Short put,100000.0,11JUL25,ask,351.52,94000.0,0.0491,0.0019,0.0006,-225.57,58.67,-166.9,184.62,6000.0,107516.0,109159.0,
158,2025-06-28,Short put,101000.0,11JUL25,ask,288.07,95000.0,0.0491,0.0018,0.0005,-213.59,48.49,-165.1,122.97,6000.0,107466.0,108265.0,
159,2025-06-29,Short put,100000.0,11JUL25,ask,310.44,95000.0,0.0477,0.0017,0.0003,-201.72,29.05,-172.67,137.77,5000.0,107463.0,108096.0,
160,2025-06-30,Short put,102000.0,11JUL25,ask,378.42,96000.0,0.0485,0.0017,0.0003,-203.64,29.35,-174.3,204.12,6000.0,108486.0,109200.0,
161,2025-07-01,Short put,101000.0,11JUL25,ask,352.29,96000.0,0.0492,0.0016,0.0002,-189.16,19.39,-169.78,182.51,5000.0,107071.0,108222.0,
162,2025-07-02,Short put,101000.0,11JUL25,ask,345.95,96000.0,0.0471,0.0015,0.0001,-176.79,9.75,-167.05,178.9,5000.0,106741.0,108831.0,
163,2025-07-03,Short call,120000.0,18JUL25,ask,148.36,125000.0,0.0597,0.0022,0.0008,-266.35,79.65,-186.7,-38.34,5000.0,109644.0,111145.0,
164,2025-07-10,Short put,104000.0,25JUL25,ask,485.99,96000.0,0.0431,0.0016,0.0005,-196.94,53.14,-143.8,342.19,8000.0,111472.0,118649.0,
165,2025-07-11,Short call,130000.0,25JUL25,ask,2.76,135000.0,0.0497,0.0018,0.0012,-235.13,129.68,-105.45,-102.69,5000.0,118301.0,120641.0,
166,2025-07-12,Short call,126000.0,25JUL25,ask,294.12,135000.0,0.0379,0.0013,0.0005,-169.51,52.99,-116.52,177.6,9000.0,118089.0,118310.0,
167,2025-07-13,Short put,110000.0,25JUL25,ask,283.56,104000.0,0.0496,0.0018,0.0008,-234.83,84.8,-150.04,133.52,6000.0,118152.0,118329.0,
168,2025-07-15,Short put,109000.0,25JUL25,ask,478.09,102000.0,0.052,0.0022,0.0004,-285.78,42.16,-243.62,234.47,7000.0,117640.0,117655.0,
169,2025-07-16,Short put,111000.0,25JUL25,ask,380.42,106000.0,0.0488,0.0016,0.0003,-208.67,32.0,-176.67,203.75,5000.0,118113.0,119070.0,
170,2025-07-17,Short call,129000.0,1AUG25,ask,431.3,140000.0,0.0413,0.0017,0.0004,-223.51,42.24,-181.27,250.03,11000.0,119071.0,117884.0,
171,2025-07-18,Short call,132000.0,1AUG25,ask,645.3,140000.0,0.0622,0.0025,0.0003,-332.87,31.2,-301.66,343.64,8000.0,121042.0,116103.0,
172,2025-07-19,Short call,128000.0,1AUG25,ask,383.69,135000.0,0.0558,0.002,0.0003,-261.86,31.74,-230.12,153.57,7000.0,118573.0,118104.0,
173,2025-07-20,Short put,110000.0,1AUG25,ask,283.42,104000.0,0.0551,0.0022,0.0009,-287.45,95.87,-191.58,91.84,6000.0,118329.0,118910.0,
174,2025-07-21,Short put,111000.0,1AUG25,ask,395.18,104000.0,0.0477,0.0019,0.0005,-249.28,53.81,-195.47,199.71,7000.0,118819.0,120129.0,
175,2025-07-22,Short put,110000.0,1AUG25,ask,382.29,104000.0,0.0523,0.0019,0.0004,-246.82,42.74,-204.08,178.21,6000.0,117647.0,119291.0,
176,2025-07-23,Short put,112000.0,1AUG25,ask,353.96,106000.0,0.0527,0.0018,0.0003,-236.65,31.81,-204.84,149.12,6000.0,119067.0,118374.0,
177,2025-07-24,Short put,108000.0,8AUG25,ask,435.64,100000.0,0.0496,0.0024,0.0007,-312.77,74.4,-238.36,197.28,8000.0,118025.0,118653.0,
178,2025-07-25,Short put,105000.0,8AUG25,ask,441.22,95000.0,0.0428,0.0024,0.0005,-307.29,51.87,-255.42,185.8,10000.0,115958.0,115805.0,
179,2025-07-26,Short put,110000.0,8AUG25,ask,-79.72,100000.0,0.0419,0.0019,0.0009,-247.46,92.02,-155.43,-235.15,10000.0,117950.0,114140.0,
180,2025-07-31,Short call,128000.0,15AUG25,ask,445.63,134000.0,0.0492,0.0015,0.0001,-196.52,10.28,-186.23,259.4,6000.0,118650.0,114813.0,
181,2025-08-01,Short put,108000.0,15AUG25,ask,414.64,100000.0,0.0488,0.0021,0.0005,-268.54,52.26,-216.28,198.36,8000.0,115808.0,116669.0,
182,2025-08-02,Short put,106000.0,15AUG25,ask,442.6,100000.0,0.0563,0.0022,0.0003,-277.27,31.39,-245.89,196.71,6000.0,114140.0,116792.0,
183,2025-08-03,Short put,105000.0,15AUG25,ask,522.48,100000.0,0.0638,0.0027,0.0001,-335.3,10.58,-324.73,197.75,5000.0,113662.0,118061.0,
184,2025-08-05,Short put,108000.0,15AUG25,ask,403.01,100000.0,0.0347,0.0011,0.0001,-139.21,10.64,-128.56,274.45,8000.0,114610.0,118816.0,
185,2025-08-07,Short put,108000.0,22AUG25,ask,433.69,100000.0,0.0463,0.0018,0.0005,-228.43,54.73,-173.7,259.99,8000.0,114931.0,122199.0,
186,2025-08-08,Short put,109000.0,22AUG25,ask,299.65,102000.0,0.0436,0.0017,0.0005,-219.56,53.34,-166.22,133.43,7000.0,116965.0,119095.0,
187,2025-08-09,Short put,110000.0,22AUG25,ask,174.0,104000.0,0.0469,0.0016,0.0007,-206.98,73.8,-133.18,40.82,6000.0,117157.0,117693.0,
188,2025-08-10,Short put,112000.0,22AUG25,ask,107.77,106000.0,0.0491,0.0016,0.0009,-209.35,95.2,-114.14,-6.37,6000.0,118494.0,118085.0,
189,2025-08-12,Short put,113000.0,22AUG25,ask,-349.2,106000.0,0.0454,0.0016,0.0013,-210.54,133.94,-76.6,-425.8,7000.0,119170.0,115014.0,
190,2025-08-15,Short call,128000.0,29AUG25,ask,409.35,135000.0,0.0514,0.0016,0.0004,-211.14,40.74,-170.4,238.95,7000.0,119512.0,113709.0,
191,2025-08-16,Short call,126000.0,29AUG25,ask,341.42,132000.0,0.0499,0.0014,0.0004,-182.45,41.77,-140.68,200.74,6000.0,118020.0,116565.0,
192,2025-08-17,Short call,126000.0,29AUG25,ask,405.14,132000.0,0.0552,0.0016,0.0002,-209.05,20.72,-188.33,216.81,6000.0,118325.0,115633.0,
193,2025-08-18,Short call,123000.0,29AUG25,ask,375.07,129000.0,0.0485,0.0013,0.0003,-166.36,30.33,-136.03,239.04,6000.0,115894.0,112855.0,
194,2025-08-19,Short call,122000.0,29AUG25,ask,432.11,129000.0,0.0461,0.0013,0.0001,-165.24,9.9,-155.34,276.77,7000.0,115116.0,110568.0,
195,2025-08-21,Short call,123000.0,5SEP25,ask,346.38,130000.0,0.0526,0.0017,0.0004,-214.58,40.61,-173.98,172.4,7000.0,114313.0,113323.0,
196,2025-08-22,Short call,123000.0,5SEP25,ask,385.63,130000.0,0.0552,0.002,0.0003,-250.77,29.99,-220.77,164.86,7000.0,113551.0,111612.0,
197,2025-08-25,Short call,120000.0,5SEP25,ask,413.27,126000.0,0.0491,0.0015,0.0001,-186.61,9.68,-176.93,236.34,6000.0,112664.0,108042.0,
198,2025-08-26,Short call,118000.0,5SEP25,ask,353.29,124000.0,0.0511,0.0016,0.0001,-195.01,9.89,-185.12,168.17,6000.0,110380.0,110455.0,
199,2025-08-27,Short call,118000.0,5SEP25,ask,351.97,123000.0,0.0521,0.0013,0.0,-160.22,0.0,-160.22,191.75,5000.0,111618.0,110863.0,
200,2025-08-28,Short put,104000.0,12SEP25,ask,25.62,95000.0,0.041,0.002,0.0007,-250.26,69.48,-180.78,-155.16,9000.0,113323.0,110806.0,
201,2025-08-29,Short put,104000.0,12SEP25,ask,334.34,95000.0,0.0471,0.0022,0.0006,-271.13,60.05,-211.08,123.26,9000.0,111612.0,111727.0,
202,2025-08-30,Short call,116000.0,12SEP25,ask,77.76,122000.0,0.0537,0.0017,0.0004,-203.72,39.7,-164.02,-86.26,6000.0,108529.0,110796.0,
203,2025-08-31,Short call,117000.0,12SEP25,ask,213.52,122000.0,0.0567,0.0018,0.0004,-216.55,39.68,-176.87,36.65,5000.0,108952.0,110738.0,
204,2025-09-01,Short call,116000.0,12SEP25,ask,163.97,122000.0,0.0494,0.0017,0.0003,-202.81,29.85,-172.96,-8.99,6000.0,108042.0,111066.0,
205,2025-09-02,Short put,104000.0,12SEP25,ask,582.17,95000.0,0.0336,0.0013,0.0002,-158.55,20.11,-138.44,443.73,9000.0,110452.0,112233.0,
206,2025-09-03,Short put,104000.0,12SEP25,ask,456.79,95000.0,0.03,0.0011,0.0001,-134.66,9.99,-124.66,332.13,9000.0,110863.0,111571.0,
207,2025-09-04,Short put,102000.0,19SEP25,ask,612.76,95000.0,0.0513,0.0022,0.0003,-269.52,30.72,-238.81,373.95,7000.0,110949.0,114299.0,
208,2025-09-05,Short put,102000.0,19SEP25,ask,501.53,95000.0,0.043,0.0018,0.0001,-222.31,10.37,-211.94,289.59,7000.0,111850.0,115710.0,
209,2025-09-08,Short put,104000.0,19SEP25,ask,539.95,98000.0,0.0557,0.0022,0.0002,-270.16,20.88,-249.28,290.67,6000.0,111212.0,116562.0,
210,2025-09-09,Short put,105000.0,19SEP25,ask,448.09,100000.0,0.0548,0.002,0.0002,-248.19,20.77,-227.42,220.67,5000.0,112387.0,115956.0,
211,2025-09-11,Short put,106000.0,26SEP25,ask,441.77,98000.0,0.0445,0.0019,0.0005,-240.58,52.54,-188.05,253.72,8000.0,114673.0,117293.0,
212,2025-09-12,Short put,108000.0,26SEP25,ask,346.48,102000.0,0.0526,0.002,0.0005,-256.45,52.62,-203.83,142.65,6000.0,116124.0,117481.0,
213,2025-09-13,Short call,124000.0,26SEP25,ask,366.24,130000.0,0.0535,0.0016,0.0004,-205.23,41.63,-163.6,202.64,6000.0,116162.0,116176.0,
214,2025-09-14,Short call,124000.0,26SEP25,ask,286.8,130000.0,0.0436,0.0012,0.0003,-154.07,31.21,-122.86,163.94,6000.0,116272.0,116128.0,
215,2025-09-15,Short put,110000.0,26SEP25,ask,82.89,102000.0,0.0457,0.0017,0.0011,-219.59,112.7,-106.89,-24.0,8000.0,116979.0,114369.0,
216,2025-09-22,Short call,120000.0,3OCT25,ask,530.68,130000.0,0.0335,0.0012,0.0,-151.02,0.0,-151.02,379.66,10000.0,113972.0,111976.0,
217,2025-09-23,Short call,119000.0,3OCT25,ask,249.19,124000.0,0.051,0.0013,0.0002,-161.97,20.45,-141.52,107.67,5000.0,112837.0,114167.0,
218,2025-10-02,Short put,110000.0,17OCT25,ask,443.95,102000.0,0.0503,0.0022,0.0004,-288.47,43.78,-244.69,199.26,8000.0,118747.0,122175.0,
219,2025-10-03,Short put,112000.0,17OCT25,ask,358.02,105000.0,0.0505,0.002,0.0005,-265.88,54.49,-211.39,146.63,7000.0,120395.0,121656.0,
220,2025-10-11,Short call,123000.0,24OCT25,ask,636.85,134000.0,0.0456,0.002,0.0001,-248.53,9.57,-238.96,397.89,11000.0,112541.0,106863.0,
221,2025-10-12,Short call,123000.0,24OCT25,ask,632.79,135000.0,0.0482,0.0023,0.0,-284.19,0.0,-284.19,348.6,12000.0,111902.0,106914.0,
222,2025-10-13,Short call,125000.0,24OCT25,ask,508.95,134000.0,0.0498,0.002,0.0002,-253.76,19.9,-233.86,275.09,9000.0,114905.0,111057.0,
223,2025-10-16,Short call,122000.0,31OCT25,ask,438.8,132000.0,0.0467,0.0019,0.0006,-233.33,58.58,-174.75,264.05,10000.0,111216.0,108990.0,
224,2025-10-17,Short call,120000.0,31OCT25,ask,273.96,130000.0,0.0445,0.0019,0.0007,-228.01,69.97,-158.04,115.92,10000.0,108680.0,111588.0,
225,2025-10-19,Short put,98000.0,31OCT25,ask,801.01,90000.0,0.0514,0.0026,0.0003,-305.25,30.08,-275.17,525.84,8000.0,107104.0,111913.0,
226,2025-10-20,Short put,102000.0,31OCT25,ask,707.73,95000.0,0.0613,0.0031,0.0002,-372.74,20.87,-351.88,355.85,7000.0,111267.0,116463.0,
227,2025-10-23,Short put,98000.0,7NOV25,ask,541.24,90000.0,0.0531,0.003,0.0006,-355.04,59.71,-295.33,245.91,8000.0,109243.0,111094.0,
228,2025-10-24,Short put,102000.0,7NOV25,ask,297.96,95000.0,0.0581,0.0028,0.0009,-340.01,88.56,-251.45,46.51,7000.0,111479.0,109842.0,
229,2025-10-25,Short put,103000.0,7NOV25,ask,384.47,95000.0,0.0452,0.002,0.0004,-246.38,39.47,-206.91,177.56,8000.0,111563.0,110141.0,
230,2025-10-26,Short put,103000.0,7NOV25,ask,416.44,95000.0,0.0415,0.0018,0.0003,-222.21,29.78,-192.42,224.02,8000.0,111798.0,110820.0,
231,2025-11-03,Short put,100000.0,14NOV25,ask,402.8,90000.0,0.03,0.0013,0.0001,-154.44,9.51,-144.93,257.87,10000.0,107589.0,106205.0,
232,2025-11-04,Short call,113000.0,14NOV25,ask,449.0,120000.0,0.0496,0.0017,0.0,-196.77,0.0,-196.77,252.23,7000.0,104824.0,105243.0,
233,2025-11-06,Short call,113000.0,21NOV25,ask,299.68,120000.0,0.051,0.002,0.0007,-228.6,64.94,-163.66,136.02,7000.0,103514.0,103566.0,
234,2025-11-07,Short call,112000.0,21NOV25,ask,376.67,120000.0,0.0489,0.0021,0.0008,-236.38,69.88,-166.5,210.17,8000.0,101938.0,97511.0,
235,2025-11-18,Short call,98000.0,28NOV25,ask,450.27,105000.0,0.051,0.0021,0.0002,-207.72,15.79,-191.92,258.35,7000.0,89578.0,88147.0,
236,2025-11-20,Short put,84000.0,5DEC25,ask,428.01,78000.0,0.0739,0.0043,0.0014,-418.98,114.61,-304.37,123.64,6000.0,92083.0,91385.0,
237,2025-11-21,Short put,78000.0,5DEC25,ask,1004.42,,,,,0.0,0.0,0.0,1004.42,,85473.0,91263.0,long_not_found
238,2025-11-24,Short put,78000.0,5DEC25,ask,358.92,70000.0,0.0417,0.0024,0.0005,-230.48,38.65,-191.83,167.09,8000.0,86973.0,86291.0,
239,2025-11-25,Short put,80000.0,5DEC25,ask,389.77,75000.0,0.0643,0.0033,0.0006,-312.66,46.87,-265.79,123.98,5000.0,88073.0,87199.0,
240,2025-11-27,Short put,82000.0,12DEC25,ask,506.73,75000.0,0.054,0.0032,0.0005,-315.28,41.77,-273.51,233.22,7000.0,91385.0,93248.0,
241,2025-11-28,Short put,82000.0,12DEC25,ask,427.18,75000.0,0.0484,0.0027,0.0004,-269.7,33.11,-236.6,190.58,7000.0,91425.0,92391.0,
242,2025-11-29,Short put,82000.0,12DEC25,ask,375.71,75000.0,0.0515,0.0029,0.0005,-285.81,40.19,-245.62,130.09,7000.0,90732.0,89730.0,
243,2025-11-30,Short put,83000.0,12DEC25,ask,343.28,75000.0,0.0457,0.0025,0.0004,-250.52,32.15,-218.37,124.91,8000.0,91100.0,89734.0,
244,2025-12-01,Short put,78000.0,12DEC25,ask,676.98,70000.0,0.0448,0.0027,0.0001,-254.56,8.2,-246.36,430.62,8000.0,86291.0,91505.0,
245,2025-12-02,Short put,80000.0,12DEC25,ask,686.17,70000.0,0.038,0.0022,0.0001,-211.83,8.08,-203.75,482.42,10000.0,87199.0,90181.0,
246,2025-12-03,Short put,86000.0,12DEC25,ask,469.52,80000.0,0.0489,0.0022,0.0001,-227.35,8.31,-219.04,250.48,6000.0,93587.0,92714.0,
247,2025-12-04,Short put,84000.0,19DEC25,ask,168.85,75000.0,0.0377,0.0021,0.001,-216.4,80.9,-135.5,33.35,9000.0,93323.0,90311.0,
248,2025-12-05,Short put,83000.0,19DEC25,ask,443.34,75000.0,0.0392,0.0021,0.0003,-214.39,24.86,-189.53,253.81,8000.0,92456.0,92518.0,
249,2025-12-06,Short put,82000.0,19DEC25,ask,618.0,75000.0,0.053,0.0028,0.0004,-273.85,32.38,-241.47,376.53,7000.0,89788.0,90365.0,
250,2025-12-07,Short put,82000.0,19DEC25,ask,627.41,75000.0,0.0535,0.0029,0.0003,-282.8,24.23,-258.57,368.84,7000.0,89777.0,90167.0,
251,2025-12-08,Short put,83000.0,19DEC25,ask,480.17,75000.0,0.038,0.002,0.0001,-202.31,8.04,-194.27,285.9,8000.0,91608.0,89752.0,
252,2025-12-09,Short put,82000.0,19DEC25,ask,231.16,75000.0,0.0377,0.0018,0.0004,-179.35,30.99,-148.36,82.8,7000.0,90238.0,86492.0,
253,2025-12-11,Short call,100000.0,26DEC25,ask,346.99,105000.0,0.049,0.0019,0.0003,-189.72,23.28,-166.44,180.55,5000.0,90430.0,86616.0,
254,2025-12-12,Short put,84000.0,26DEC25,ask,-303.72,75000.0,0.0308,0.0015,0.0013,-153.49,101.77,-51.72,-355.44,9000.0,92673.0,87393.0,
255,2025-12-13,Short put,82000.0,26DEC25,ask,278.31,75000.0,0.0418,0.0021,0.0004,-209.75,31.63,-178.12,100.19,7000.0,90455.0,88270.0,
256,2025-12-14,Short put,82000.0,26DEC25,ask,295.41,75000.0,0.0417,0.0021,0.0003,-209.29,23.67,-185.62,109.79,7000.0,90257.0,88068.0,
257,2025-12-15,Short put,82000.0,26DEC25,ask,343.32,75000.0,0.0367,0.0017,0.0002,-168.69,15.92,-152.77,190.55,7000.0,89867.0,88883.0,
258,2025-12-16,Short put,80000.0,26DEC25,ask,543.39,75000.0,0.0665,0.003,0.0001,-281.3,7.82,-273.47,269.92,5000.0,86554.0,87350.0,
259,2025-12-17,Short put,80000.0,26DEC25,ask,411.18,75000.0,0.0512,0.0021,0.0,-201.31,0.0,-201.31,209.87,5000.0,86814.0,86962.0,
260,2025-12-18,Short call,95000.0,2JAN26,ask,283.39,102000.0,0.0455,0.0018,0.0004,-172.41,31.45,-140.95,142.44,7000.0,86743.0,87782.0,
261,2025-12-19,Short put,80000.0,2JAN26,ask,557.61,75000.0,0.073,0.004,0.0005,-372.29,40.03,-332.26,225.35,5000.0,87597.0,89369.0,
262,2025-12-20,Short put,80000.0,2JAN26,ask,330.94,75000.0,0.0476,0.0021,0.0004,-205.1,31.43,-173.67,157.27,5000.0,88451.0,87728.0,
263,2025-12-21,Short put,80000.0,2JAN26,ask,305.03,75000.0,0.046,0.0021,0.0002,-204.59,15.76,-188.83,116.2,5000.0,88232.0,87991.0,
264,2025-12-22,Short put,82000.0,2JAN26,ask,395.23,75000.0,0.0352,0.0016,0.0002,-157.32,16.12,-141.2,254.03,7000.0,89048.0,89994.0,
265,2025-12-23,Short put,82000.0,2JAN26,ask,457.24,75000.0,0.0402,0.0016,0.0001,-154.55,7.84,-146.7,310.54,7000.0,87477.0,87548.0,
266,2025-12-24,Short put,82000.0,2JAN26,ask,455.25,75000.0,0.0377,0.0014,0.0,-134.6,0.0,-134.6,320.65,7000.0,87072.0,88643.0,
267,2025-12-25,Short put,80000.0,9JAN26,ask,212.27,75000.0,0.0583,0.0029,0.0011,-277.14,86.44,-190.7,21.57,5000.0,87982.0,87726.0,
268,2025-12-26,Short put,82000.0,9JAN26,ask,268.92,75000.0,0.0451,0.0022,0.0006,-216.87,47.84,-169.02,99.9,7000.0,89273.0,89012.0,
