trade_num,side,exit_type,net_pnl,strike,expiry,spot_r,spot_p,bid_entry,ask_entry,mark_entry,delta_p,delta_r
339,Short put,ask,349.31,72000.0,8MAY26,77800.0,77797.0,0.0055,0.006,0.0058,0.145,0.15
340,Short put,ask,307.72,70000.0,15MAY26,77133.0,77166.0,0.005,0.0055,0.0053,0.12,0.15
341,Short put,ask,438.42,73000.0,15MAY26,78242.0,78238.0,0.0065,0.007,0.0068,0.166,0.15
342,Short put,ask,314.67,74000.0,15MAY26,80014.0,80035.0,0.0047,0.0055,0.0051,0.134,0.15
343,Short put,ask,317.63,75000.0,15MAY26,80965.0,80968.0,0.0048,0.0055,0.0051,0.136,0.15
344,Short call,ask,344.74,86000.0,15MAY26,81309.0,81309.0,0.005,0.006,0.0055,0.178,0.15
345,Short put,ask,136.1,75000.0,22MAY26,81081.0,81133.0,0.0065,0.0075,0.0072,0.159,0.15
346,Short put,ask,173.36,73000.0,22MAY26,79589.0,79632.0,0.005,0.006,0.0056,0.133,0.15
347,Short put,ask,31.23,75000.0,22MAY26,80375.0,80450.0,0.0055,0.0065,0.006,0.155,0.15
348,Short put,ask,121.67,73000.0,29MAY26,79804.0,79870.0,0.006,0.007,0.0064,0.14,0.15
