trade_num,entry_date,side,short_strike,expiry,exit_type,short_pnl,long_strike,long_delta,long_ask_entry,long_bid_exit,long_cost_usd,long_exit_usd,long_pnl_usd,spread_pnl,spread_width_usd,spot_entry,spot_exit,note
133,2025-05-30,Short put,98000.0,13JUN25,ask,136.24,95000.0,0.0967,0.0045,0.0021,-505.59,193.91,-311.68,-175.44,3000.0,106440.0,103081.0,
134,2025-05-31,Short put,95000.0,13JUN25,ask,420.61,90000.0,0.0556,0.0025,0.0003,-285.66,28.22,-257.45,163.16,5000.0,103878.0,105001.0,
135,2025-06-01,Short put,98000.0,13JUN25,ask,586.88,95000.0,0.1058,0.0044,0.0006,-487.28,56.71,-430.57,156.31,3000.0,104791.0,105511.0,
136,2025-06-02,Short put,98000.0,13JUN25,ask,455.13,95000.0,0.087,0.0033,0.0006,-373.0,56.68,-316.32,138.81,3000.0,105071.0,105451.0,
137,2025-06-03,Short put,98000.0,13JUN25,ask,391.15,95000.0,0.0697,0.0025,0.0003,-290.64,29.39,-261.25,129.9,3000.0,105686.0,109349.0,
138,2025-06-05,Short put,96000.0,20JUN25,ask,345.78,95000.0,0.1079,0.0046,0.001,-508.85,96.54,-412.32,-66.54,1000.0,104918.0,107765.0,
139,2025-06-06,Short put,95000.0,20JUN25,ask,244.69,90000.0,0.0562,0.0024,0.0009,-273.39,83.97,-189.42,55.27,5000.0,103167.0,104154.0,
140,2025-06-07,Short put,98000.0,20JUN25,ask,219.63,95000.0,0.0852,0.0032,0.0013,-362.57,122.68,-239.89,-20.26,3000.0,105094.0,105350.0,
141,2025-06-08,Short put,98000.0,20JUN25,ask,209.73,95000.0,0.0768,0.0028,0.001,-322.11,95.06,-227.05,-17.32,3000.0,105611.0,106120.0,
142,2025-06-09,Short put,98000.0,20JUN25,ask,305.69,95000.0,0.0765,0.0027,0.0007,-311.46,66.84,-244.63,61.06,3000.0,105581.0,106589.0,
143,2025-06-10,Short put,102000.0,20JUN25,ask,203.34,99000.0,0.0751,0.0026,0.0009,-312.23,86.39,-225.84,-22.5,3000.0,109554.0,107149.0,
144,2025-06-12,Short put,100000.0,27JUN25,ask,-22.81,97000.0,0.0937,0.004,0.0029,-459.09,278.02,-181.08,-203.89,3000.0,108022.0,104911.0,
145,2025-06-13,Short put,95000.0,27JUN25,ask,353.89,92000.0,0.0771,0.0034,0.0008,-380.64,75.09,-305.55,48.34,3000.0,104285.0,104787.0,
146,2025-06-14,Short put,97000.0,27JUN25,ask,175.81,95000.0,0.0923,0.0038,0.0015,-427.6,139.16,-288.44,-112.63,2000.0,105581.0,103565.0,
147,2025-06-15,Short put,97000.0,27JUN25,ask,129.45,95000.0,0.0863,0.0038,0.0018,-430.51,166.16,-264.35,-134.9,2000.0,106299.0,103050.0,
148,2025-06-17,Short put,100000.0,27JUN25,ask,261.73,97000.0,0.0789,0.0028,0.0008,-327.29,75.7,-251.59,10.14,3000.0,107309.0,105633.0,
149,2025-06-18,Short call,112000.0,27JUN25,ask,434.92,115000.0,0.0905,0.0027,0.0002,-311.39,19.07,-292.32,142.6,3000.0,105556.0,106439.0,
150,2025-06-19,Short call,114000.0,4JUL25,ask,115.0,118000.0,0.0776,0.0028,0.0013,-320.45,125.6,-194.85,-79.85,4000.0,105065.0,107855.0,
151,2025-06-20,Short call,113000.0,4JUL25,ask,135.94,117000.0,0.0789,0.0028,0.0011,-319.36,105.95,-213.42,-77.48,4000.0,104710.0,107517.0,
152,2025-06-21,Short call,111000.0,4JUL25,ask,22.14,115000.0,0.0775,0.0027,0.001,-305.29,96.27,-209.02,-186.88,4000.0,103488.0,107466.0,
153,2025-06-22,Short call,111000.0,4JUL25,ask,-53.5,115000.0,0.077,0.0027,0.001,-303.81,96.27,-207.54,-261.04,4000.0,102987.0,107463.0,
154,2025-06-24,Short put,99000.0,4JUL25,ask,511.31,96000.0,0.0847,0.003,0.0001,-343.06,9.59,-333.47,177.84,3000.0,105558.0,107071.0,
155,2025-06-25,Short put,100000.0,4JUL25,ask,354.79,98000.0,0.0887,0.0027,0.0002,-313.76,19.12,-294.63,60.16,2000.0,106359.0,106741.0,
156,2025-06-26,Short put,100000.0,11JUL25,ask,384.53,96000.0,0.0745,0.003,0.0008,-350.53,78.51,-272.02,112.51,4000.0,107856.0,109557.0,
157,2025-06-27,Short put,100000.0,11JUL25,ask,351.52,97000.0,0.0831,0.0032,0.0008,-370.93,78.23,-292.71,58.81,3000.0,107517.0,109159.0,
158,2025-06-28,Short put,101000.0,11JUL25,ask,288.07,98000.0,0.0881,0.0032,0.0009,-370.76,87.29,-283.47,4.6,3000.0,107466.0,108265.0,
159,2025-06-29,Short put,100000.0,11JUL25,ask,310.44,97000.0,0.0725,0.0026,0.0006,-306.27,58.1,-248.17,62.27,3000.0,107463.0,108096.0,
160,2025-06-30,Short put,102000.0,11JUL25,ask,378.42,98000.0,0.072,0.0026,0.0005,-309.19,48.91,-260.28,118.14,4000.0,108486.0,109200.0,
161,2025-07-01,Short put,101000.0,11JUL25,ask,352.29,98000.0,0.075,0.0024,0.0003,-283.74,29.08,-254.65,97.64,3000.0,107071.0,108222.0,
162,2025-07-02,Short put,101000.0,11JUL25,ask,345.95,98000.0,0.0727,0.0021,0.0001,-247.51,9.75,-237.76,108.19,3000.0,106741.0,108831.0,
163,2025-07-03,Short call,120000.0,18JUL25,ask,148.36,125000.0,0.0597,0.0022,0.0008,-266.35,79.65,-186.7,-38.34,5000.0,109644.0,111145.0,
164,2025-07-10,Short put,104000.0,25JUL25,ask,485.99,100000.0,0.0806,0.0031,0.0007,-373.43,74.4,-299.03,186.96,4000.0,111471.0,118649.0,
165,2025-07-11,Short call,130000.0,25JUL25,ask,2.76,135000.0,0.0497,0.0018,0.0012,-235.13,129.68,-105.45,-102.69,5000.0,118301.0,120641.0,
166,2025-07-12,Short call,126000.0,25JUL25,ask,294.12,130000.0,0.0876,0.0028,0.001,-360.17,105.98,-254.19,39.93,4000.0,118089.0,118310.0,
167,2025-07-13,Short put,110000.0,25JUL25,ask,283.56,107000.0,0.0828,0.003,0.0012,-384.0,127.2,-256.8,26.76,3000.0,118152.0,118329.0,
168,2025-07-15,Short put,109000.0,25JUL25,ask,478.09,105000.0,0.0803,0.0033,0.0006,-417.62,63.24,-354.38,123.71,4000.0,117640.0,117655.0,
169,2025-07-16,Short put,111000.0,25JUL25,ask,380.42,108000.0,0.0727,0.0023,0.0003,-299.97,32.0,-267.97,112.45,3000.0,118113.0,119070.0,
170,2025-07-17,Short call,129000.0,1AUG25,ask,431.3,134000.0,0.0819,0.0031,0.0007,-398.89,73.92,-324.97,106.33,5000.0,119071.0,117884.0,
171,2025-07-18,Short call,132000.0,1AUG25,ask,645.3,140000.0,0.0622,0.0025,0.0003,-332.87,31.2,-301.66,343.64,8000.0,121042.0,116103.0,
172,2025-07-19,Short call,128000.0,1AUG25,ask,383.69,132000.0,0.0848,0.003,0.0005,-385.36,52.9,-332.46,51.23,4000.0,118573.0,118104.0,
173,2025-07-20,Short put,110000.0,1AUG25,ask,283.42,106000.0,0.0746,0.0029,0.0011,-372.74,117.17,-255.57,27.85,4000.0,118330.0,118910.0,
174,2025-07-21,Short put,111000.0,1AUG25,ask,395.18,107000.0,0.074,0.0027,0.0007,-350.52,75.33,-275.19,119.99,4000.0,118819.0,120129.0,
175,2025-07-22,Short put,110000.0,1AUG25,ask,382.29,107000.0,0.0831,0.003,0.0005,-382.38,53.43,-328.95,53.34,3000.0,117654.0,119291.0,
176,2025-07-23,Short put,112000.0,1AUG25,ask,353.96,109000.0,0.0834,0.0027,0.0004,-351.26,42.42,-308.84,45.12,3000.0,119071.0,118374.0,
177,2025-07-24,Short put,108000.0,8AUG25,ask,435.64,105000.0,0.0922,0.0042,0.0011,-525.24,116.92,-408.32,27.32,3000.0,118031.0,118653.0,
178,2025-07-25,Short put,105000.0,8AUG25,ask,441.22,100000.0,0.07,0.0034,0.0008,-423.24,82.99,-340.25,100.97,5000.0,115957.0,115805.0,
179,2025-07-26,Short put,110000.0,8AUG25,ask,-79.72,105000.0,0.0757,0.0031,0.0019,-395.13,194.27,-200.86,-280.58,5000.0,117950.0,114140.0,
180,2025-07-31,Short call,128000.0,15AUG25,ask,445.63,132000.0,0.0691,0.0022,0.0001,-288.23,10.28,-277.94,167.69,4000.0,118650.0,114813.0,
181,2025-08-01,Short put,108000.0,15AUG25,ask,414.64,105000.0,0.0997,0.004,0.001,-492.19,104.51,-387.68,26.96,3000.0,115809.0,116669.0,
182,2025-08-02,Short put,106000.0,15AUG25,ask,442.6,100000.0,0.0563,0.0022,0.0003,-277.27,31.39,-245.89,196.71,6000.0,114140.0,116792.0,
183,2025-08-03,Short put,105000.0,15AUG25,ask,522.48,100000.0,0.0638,0.0027,0.0001,-335.3,10.58,-324.73,197.75,5000.0,113662.0,118061.0,
184,2025-08-05,Short put,108000.0,15AUG25,ask,403.01,105000.0,0.0804,0.0026,0.0002,-326.64,21.29,-305.35,97.66,3000.0,114610.0,118816.0,
185,2025-08-07,Short put,108000.0,22AUG25,ask,433.69,104000.0,0.0867,0.0033,0.0008,-408.0,87.57,-320.43,113.26,4000.0,114931.0,122199.0,
186,2025-08-08,Short put,109000.0,22AUG25,ask,299.65,106000.0,0.0835,0.003,0.0009,-380.12,96.02,-284.11,15.54,3000.0,116961.0,119095.0,
187,2025-08-09,Short put,110000.0,22AUG25,ask,174.0,106000.0,0.0675,0.0022,0.001,-284.6,105.43,-179.17,-5.17,4000.0,117157.0,117693.0,
188,2025-08-10,Short put,112000.0,22AUG25,ask,107.77,109000.0,0.0844,0.0026,0.0015,-337.71,158.67,-179.04,-71.27,3000.0,118494.0,118085.0,
189,2025-08-12,Short put,113000.0,22AUG25,ask,-349.2,109000.0,0.0741,0.0024,0.0024,-315.8,247.28,-68.52,-417.72,4000.0,119170.0,115014.0,
190,2025-08-15,Short call,128000.0,29AUG25,ask,409.35,132000.0,0.0811,0.0025,0.0006,-328.65,61.12,-267.54,141.81,4000.0,119511.0,113709.0,
191,2025-08-16,Short call,126000.0,29AUG25,ask,341.42,129000.0,0.0804,0.0024,0.0006,-312.75,62.65,-250.1,91.32,3000.0,118020.0,116565.0,
192,2025-08-17,Short call,126000.0,29AUG25,ask,405.14,130000.0,0.0759,0.0022,0.0003,-287.44,31.08,-256.37,148.77,4000.0,118325.0,115633.0,
193,2025-08-18,Short call,123000.0,29AUG25,ask,375.07,126000.0,0.0834,0.0024,0.0004,-307.12,40.44,-266.68,108.39,3000.0,115894.0,112855.0,
194,2025-08-19,Short call,122000.0,29AUG25,ask,432.11,126000.0,0.0747,0.0022,0.0003,-279.64,29.71,-249.93,182.18,4000.0,115115.0,110568.0,
195,2025-08-21,Short call,123000.0,5SEP25,ask,346.38,128000.0,0.0689,0.0023,0.0006,-290.32,60.91,-229.41,116.97,5000.0,114313.0,113323.0,
196,2025-08-22,Short call,123000.0,5SEP25,ask,385.63,128000.0,0.0706,0.0025,0.0003,-312.26,29.99,-282.27,103.36,5000.0,113550.0,111612.0,
197,2025-08-25,Short call,120000.0,5SEP25,ask,413.27,123000.0,0.0834,0.0025,0.0002,-309.83,19.36,-290.47,122.8,3000.0,112664.0,108042.0,
198,2025-08-26,Short call,118000.0,5SEP25,ask,353.29,121000.0,0.0846,0.0026,0.0003,-314.58,29.68,-284.9,68.39,3000.0,110380.0,110455.0,
199,2025-08-27,Short call,118000.0,5SEP25,ask,351.97,121000.0,0.0782,0.002,0.0,-246.5,0.0,-246.5,105.47,3000.0,111618.0,110863.0,
200,2025-08-28,Short put,104000.0,12SEP25,ask,25.62,100000.0,0.0815,0.0037,0.0021,-447.62,208.45,-239.18,-213.56,4000.0,113323.0,110806.0,
201,2025-08-29,Short put,104000.0,12SEP25,ask,334.34,100000.0,0.0964,0.0042,0.0017,-496.67,170.15,-326.53,7.81,4000.0,111612.0,111727.0,
202,2025-08-30,Short call,116000.0,12SEP25,ask,77.76,120000.0,0.0749,0.0023,0.0008,-275.63,79.4,-196.23,-118.47,4000.0,108529.0,110796.0,
203,2025-08-31,Short call,117000.0,12SEP25,ask,213.52,120000.0,0.0804,0.0026,0.0007,-310.51,69.44,-241.07,-27.55,3000.0,108952.0,110738.0,
204,2025-09-01,Short call,116000.0,12SEP25,ask,163.97,119000.0,0.083,0.0027,0.0007,-318.72,69.64,-249.08,-85.11,3000.0,108042.0,111066.0,
205,2025-09-02,Short put,104000.0,12SEP25,ask,582.17,100000.0,0.0834,0.003,0.0002,-358.98,20.11,-338.87,243.3,4000.0,110455.0,112233.0,
206,2025-09-03,Short put,104000.0,12SEP25,ask,456.79,100000.0,0.0711,0.0025,0.0002,-304.87,19.99,-284.89,171.9,4000.0,110863.0,111571.0,
207,2025-09-04,Short put,102000.0,19SEP25,ask,612.76,98000.0,0.083,0.0038,0.0005,-449.35,51.19,-398.15,214.61,4000.0,110950.0,114299.0,
208,2025-09-05,Short put,102000.0,19SEP25,ask,501.53,98000.0,0.0684,0.003,0.0002,-363.51,20.73,-342.78,158.75,4000.0,111850.0,115710.0,
209,2025-09-08,Short put,104000.0,19SEP25,ask,539.95,100000.0,0.0807,0.0032,0.0003,-383.68,31.32,-352.35,187.6,4000.0,111211.0,116562.0,
210,2025-09-09,Short put,105000.0,19SEP25,ask,448.09,102000.0,0.0806,0.0029,0.0003,-354.02,31.16,-322.86,125.23,3000.0,112387.0,115956.0,
211,2025-09-11,Short put,106000.0,26SEP25,ask,441.77,100000.0,0.0586,0.0024,0.0005,-303.88,52.54,-251.35,190.42,6000.0,114673.0,117293.0,
212,2025-09-12,Short put,108000.0,26SEP25,ask,346.48,104000.0,0.0735,0.0027,0.0007,-342.57,73.67,-268.9,77.58,4000.0,116125.0,117481.0,
213,2025-09-13,Short call,124000.0,26SEP25,ask,366.24,128000.0,0.0752,0.0023,0.0004,-295.01,41.63,-253.39,112.85,4000.0,116163.0,116176.0,
214,2025-09-14,Short call,124000.0,26SEP25,ask,286.8,126000.0,0.0918,0.0026,0.0006,-331.38,62.42,-268.96,17.84,2000.0,116272.0,116128.0,
215,2025-09-15,Short put,110000.0,26SEP25,ask,82.89,106000.0,0.0842,0.0031,0.002,-391.87,204.9,-186.97,-104.08,4000.0,116976.0,114369.0,
216,2025-09-22,Short call,120000.0,3OCT25,ask,530.68,124000.0,0.0815,0.0027,0.0001,-336.22,10.03,-326.19,204.49,4000.0,113972.0,111976.0,
217,2025-09-23,Short call,119000.0,3OCT25,ask,249.19,122000.0,0.0787,0.002,0.0004,-249.19,40.91,-208.28,40.91,3000.0,112838.0,114167.0,
218,2025-10-02,Short put,110000.0,17OCT25,ask,443.95,105000.0,0.0746,0.0032,0.0007,-409.68,76.61,-333.07,110.88,5000.0,118747.0,122175.0,
219,2025-10-03,Short put,112000.0,17OCT25,ask,358.02,108000.0,0.0781,0.003,0.0009,-391.28,98.08,-293.2,64.82,4000.0,120395.0,121656.0,
220,2025-10-11,Short call,123000.0,24OCT25,ask,636.85,129000.0,0.076,0.0032,0.0002,-388.27,19.15,-369.12,267.73,6000.0,112541.0,106863.0,
221,2025-10-12,Short call,123000.0,24OCT25,ask,632.79,129000.0,0.0833,0.0039,0.0001,-464.39,9.58,-454.82,177.97,6000.0,111902.0,106914.0,
222,2025-10-13,Short call,125000.0,24OCT25,ask,508.95,130000.0,0.0799,0.0032,0.0003,-396.42,29.85,-366.57,142.38,5000.0,114904.0,111057.0,
223,2025-10-16,Short call,122000.0,31OCT25,ask,438.8,127000.0,0.0808,0.0033,0.001,-394.82,97.63,-297.19,141.61,5000.0,111217.0,108990.0,
224,2025-10-17,Short call,120000.0,31OCT25,ask,273.96,125000.0,0.0773,0.0033,0.0012,-385.81,119.95,-265.86,8.1,5000.0,108680.0,111588.0,
225,2025-10-19,Short put,98000.0,31OCT25,ask,801.01,95000.0,0.108,0.006,0.0004,-669.4,40.1,-629.3,171.71,3000.0,107104.0,111913.0,
226,2025-10-20,Short put,102000.0,31OCT25,ask,707.73,98000.0,0.091,0.0045,0.0003,-528.46,31.3,-497.16,210.57,4000.0,111255.0,116463.0,
227,2025-10-23,Short put,98000.0,7NOV25,ask,541.24,95000.0,0.1006,0.006,0.0013,-682.77,129.37,-553.4,-12.16,3000.0,109244.0,111094.0,
228,2025-10-24,Short put,102000.0,7NOV25,ask,297.96,98000.0,0.0894,0.0044,0.0017,-518.38,167.27,-351.1,-53.14,4000.0,111479.0,109842.0,
229,2025-10-25,Short put,103000.0,7NOV25,ask,384.47,98000.0,0.0727,0.0032,0.0008,-384.89,78.93,-305.96,78.51,5000.0,111564.0,110141.0,
230,2025-10-26,Short put,103000.0,7NOV25,ask,416.44,98000.0,0.0676,0.003,0.0006,-363.34,59.56,-303.78,112.66,5000.0,111798.0,110820.0,
231,2025-11-03,Short put,100000.0,14NOV25,ask,402.8,95000.0,0.0725,0.0032,0.0006,-371.16,57.08,-314.08,88.72,5000.0,107582.0,106205.0,
232,2025-11-04,Short call,113000.0,14NOV25,ask,449.0,117000.0,0.0797,0.0028,0.0002,-319.71,18.86,-300.86,148.14,4000.0,104824.0,105243.0,
233,2025-11-06,Short call,113000.0,21NOV25,ask,299.68,118000.0,0.0687,0.0027,0.0009,-305.37,83.5,-221.87,77.81,5000.0,103514.0,103566.0,
234,2025-11-07,Short call,112000.0,21NOV25,ask,376.67,116000.0,0.0819,0.0034,0.0011,-372.07,96.09,-275.99,100.68,4000.0,101938.0,97511.0,
235,2025-11-18,Short call,98000.0,28NOV25,ask,450.27,102000.0,0.0745,0.0029,0.0003,-282.17,23.69,-258.48,191.79,4000.0,89578.0,88147.0,
236,2025-11-20,Short put,84000.0,5DEC25,ask,428.01,78000.0,0.0739,0.0043,0.0014,-418.98,114.61,-304.37,123.64,6000.0,92083.0,91385.0,
237,2025-11-21,Short put,78000.0,5DEC25,ask,1004.42,,,,,0.0,0.0,0.0,1004.42,,85473.0,91263.0,long_not_found
238,2025-11-24,Short put,78000.0,5DEC25,ask,358.92,75000.0,0.0872,0.0049,0.0013,-447.89,100.49,-347.4,11.52,3000.0,86969.0,86291.0,
239,2025-11-25,Short put,80000.0,5DEC25,ask,389.77,75000.0,0.0643,0.0033,0.0006,-312.66,46.87,-265.79,123.98,5000.0,88073.0,87199.0,
240,2025-11-27,Short put,82000.0,12DEC25,ask,506.73,78000.0,0.0827,0.0049,0.0009,-470.63,75.18,-395.45,111.28,4000.0,91384.0,93248.0,
241,2025-11-28,Short put,82000.0,12DEC25,ask,427.18,78000.0,0.0775,0.0044,0.0007,-425.13,57.93,-367.19,59.99,4000.0,91426.0,92391.0,
242,2025-11-29,Short put,82000.0,12DEC25,ask,375.71,78000.0,0.0815,0.0046,0.0011,-440.05,88.42,-351.63,24.08,4000.0,90732.0,89730.0,
243,2025-11-30,Short put,83000.0,12DEC25,ask,343.28,78000.0,0.0732,0.0039,0.0009,-378.06,72.35,-305.72,37.56,5000.0,91100.0,89734.0,
244,2025-12-01,Short put,78000.0,12DEC25,ask,676.98,75000.0,0.0985,0.006,0.0002,-539.32,16.39,-522.93,154.05,3000.0,86291.0,91505.0,
245,2025-12-02,Short put,80000.0,12DEC25,ask,686.17,75000.0,0.078,0.0042,0.0001,-388.04,8.08,-379.96,306.21,5000.0,87199.0,90181.0,
246,2025-12-03,Short put,86000.0,12DEC25,ask,469.52,83000.0,0.0871,0.004,0.0005,-397.75,41.53,-356.22,113.3,3000.0,93588.0,92714.0,
247,2025-12-04,Short put,84000.0,19DEC25,ask,168.85,80000.0,0.0818,0.0047,0.0026,-461.95,212.23,-249.72,-80.87,4000.0,93323.0,90311.0,
248,2025-12-05,Short put,83000.0,19DEC25,ask,443.34,80000.0,0.0881,0.0049,0.001,-476.15,82.88,-393.27,50.07,3000.0,92456.0,92518.0,
249,2025-12-06,Short put,82000.0,19DEC25,ask,618.0,75000.0,0.053,0.0028,0.0004,-273.85,32.38,-241.47,376.53,7000.0,89788.0,90365.0,
250,2025-12-07,Short put,82000.0,19DEC25,ask,627.41,75000.0,0.0535,0.0029,0.0003,-282.8,24.23,-258.57,368.84,7000.0,89777.0,90167.0,
251,2025-12-08,Short put,83000.0,19DEC25,ask,480.17,80000.0,0.0895,0.0047,0.0007,-453.47,56.28,-397.19,82.98,3000.0,91609.0,89752.0,
252,2025-12-09,Short put,82000.0,19DEC25,ask,231.16,80000.0,0.0962,0.0047,0.0018,-446.68,139.46,-307.22,-76.06,2000.0,90239.0,86492.0,
253,2025-12-11,Short call,100000.0,26DEC25,ask,346.99,102000.0,0.0863,0.0035,0.0005,-339.1,38.8,-300.31,46.68,2000.0,90428.0,86616.0,
254,2025-12-12,Short put,84000.0,26DEC25,ask,-303.72,80000.0,0.073,0.0037,0.0039,-366.06,318.98,-47.07,-350.79,4000.0,92673.0,87393.0,
255,2025-12-13,Short put,82000.0,26DEC25,ask,278.31,80000.0,0.0979,0.0049,0.0016,-465.83,126.52,-339.32,-61.01,2000.0,90453.0,88270.0,
256,2025-12-14,Short put,82000.0,26DEC25,ask,295.41,80000.0,0.0994,0.0048,0.0014,-455.8,110.45,-345.35,-49.94,2000.0,90257.0,88068.0,
257,2025-12-15,Short put,82000.0,26DEC25,ask,343.32,80000.0,0.0952,0.0044,0.0007,-417.88,55.73,-362.15,-18.83,2000.0,89867.0,88883.0,
258,2025-12-16,Short put,80000.0,26DEC25,ask,543.39,75000.0,0.0665,0.003,0.0001,-281.3,7.82,-273.47,269.92,5000.0,86554.0,87350.0,
259,2025-12-17,Short put,80000.0,26DEC25,ask,411.18,75000.0,0.0512,0.0021,0.0,-201.31,0.0,-201.31,209.87,5000.0,86814.0,86962.0,
260,2025-12-18,Short call,95000.0,2JAN26,ask,283.39,98000.0,0.0879,0.0036,0.001,-333.97,78.64,-255.33,28.06,3000.0,86744.0,87782.0,
261,2025-12-19,Short put,80000.0,2JAN26,ask,557.61,75000.0,0.073,0.004,0.0005,-372.29,40.03,-332.26,225.35,5000.0,87597.0,89369.0,
262,2025-12-20,Short put,80000.0,2JAN26,ask,330.94,75000.0,0.0476,0.0021,0.0004,-205.1,31.43,-173.67,157.27,5000.0,88451.0,87728.0,
263,2025-12-21,Short put,80000.0,2JAN26,ask,305.03,75000.0,0.046,0.0021,0.0002,-204.59,15.76,-188.83,116.2,5000.0,88232.0,87991.0,
264,2025-12-22,Short put,82000.0,2JAN26,ask,395.23,80000.0,0.0954,0.004,0.0006,-378.45,48.37,-330.08,65.15,2000.0,89047.0,89994.0,
265,2025-12-23,Short put,82000.0,2JAN26,ask,457.24,80000.0,0.1174,0.0047,0.0007,-433.01,54.9,-378.11,79.13,2000.0,87477.0,87548.0,
266,2025-12-24,Short put,82000.0,2JAN26,ask,455.25,80000.0,0.109,0.004,0.0001,-370.05,7.94,-362.11,93.14,2000.0,87072.0,88643.0,
267,2025-12-25,Short put,80000.0,9JAN26,ask,212.27,75000.0,0.0583,0.0029,0.0011,-277.14,86.44,-190.7,21.57,5000.0,87982.0,87726.0,
268,2025-12-26,Short put,82000.0,9JAN26,ask,268.92,80000.0,0.1058,0.0048,0.0018,-450.83,143.53,-307.3,-38.38,2000.0,89273.0,89012.0,
