combo_idx,trade_idx,open_idx,ts,event,contract,side,qty,price_btc,amount_btc,fee_btc,spot,amount_usd,fee_usd,balance_usd,exit_reason,comment,status
0,232,231,2025-09-04 08:00:00+00:00,close,BTC-4SEP25-109000-P,buy,6.3,0.0,-0.0,0.0,110460.28,-0.0,0.0,118653.59,expiry,,0
0,233,233,2025-09-04 18:00:00+00:00,open,BTC-5SEP25-113000-C,sell,6.5,1e-04,0.00065,6.773e-05,109906.45,71.43919,7.443964,118717.59,,,0
0,233,233,2025-09-04 18:00:00+00:00,open,BTC-5SEP25-106000-P,sell,6.5,0.0002,0.0013,0.00013546,109906.45,142.87839,14.887928,118845.586,,,0
0,234,233,2025-09-05 08:00:00+00:00,close,BTC-5SEP25-113000-C,buy,6.5,0.0,-0.0,0.0,112966.21,-0.0,0.0,118845.586,expiry,,0
0,234,233,2025-09-05 08:00:00+00:00,close,BTC-5SEP25-106000-P,buy,6.5,0.0,-0.0,0.0,112966.21,-0.0,0.0,118845.586,expiry,,0
0,235,235,2025-09-05 16:30:00+00:00,open,BTC-6SEP25-114000-C,sell,6.4,0.0002,0.00128,0.000133376,110758.87,141.77135,14.772574,118972.58,,,0
0,235,235,2025-09-05 16:30:00+00:00,open,BTC-6SEP25-108000-P,sell,6.4,0.0004,0.00256,0.000266752,110758.87,283.5427,29.545149,119226.58,,,0
0,236,235,2025-09-06 08:00:00+00:00,close,BTC-6SEP25-114000-C,buy,6.4,0.0,-0.0,0.0,110844.15,-0.0,0.0,119226.58,expiry,,0
0,236,235,2025-09-06 08:00:00+00:00,close,BTC-6SEP25-108000-P,buy,6.4,0.0,-0.0,0.0,110844.15,-0.0,0.0,119226.58,expiry,,0
0,237,237,2025-09-09 18:00:00+00:00,open,BTC-10SEP25-114000-C,sell,6.4,1e-04,0.00064,6.6688e-05,111059.06,71.0778,7.4063067,119290.25,,,0
0,237,237,2025-09-09 18:00:00+00:00,open,BTC-10SEP25-108000-P,sell,6.4,0.0002,0.00128,0.000133376,111059.06,142.1556,14.8126135,119417.59,,,0
0,238,237,2025-09-10 08:00:00+00:00,close,BTC-10SEP25-114000-C,buy,6.4,0.0,-0.0,0.0,112526.84,-0.0,0.0,119417.59,expiry,,0
0,238,237,2025-09-10 08:00:00+00:00,close,BTC-10SEP25-108000-P,buy,6.4,0.0,-0.0,0.0,112526.84,-0.0,0.0,119417.59,expiry,,0
0,239,239,2025-09-10 18:30:00+00:00,open,BTC-11SEP25-116000-C,sell,6.3,1e-04,0.00062999997,6.5645996e-05,113375.92,71.42683,7.4426756,119481.58,,,0
0,239,239,2025-09-10 18:30:00+00:00,open,BTC-11SEP25-110000-P,sell,6.3,1e-04,0.00062999997,6.5645996e-05,113375.92,71.42683,7.4426756,119545.56,,,0
0,240,239,2025-09-11 08:00:00+00:00,close,BTC-11SEP25-116000-C,buy,6.3,0.0,-0.0,0.0,114079.24,-0.0,0.0,119545.56,expiry,,0
0,240,239,2025-09-11 08:00:00+00:00,close,BTC-11SEP25-110000-P,buy,6.3,0.0,-0.0,0.0,114079.24,-0.0,0.0,119545.56,expiry,,0
0,241,241,2025-09-11 18:05:00+00:00,open,BTC-12SEP25-118000-C,sell,6.3,1e-04,0.00062999997,6.5645996e-05,114578.76,72.184616,7.521637,119610.23,,,0
0,241,241,2025-09-11 18:05:00+00:00,open,BTC-12SEP25-112000-P,sell,6.3,0.0003,0.0018900001,0.00019693801,114578.76,216.55386,22.564913,119804.21,,,0
0,242,241,2025-09-12 08:00:00+00:00,close,BTC-12SEP25-118000-C,buy,6.3,0.0,-0.0,0.0,115152.76,-0.0,0.0,119804.21,expiry,,0
0,242,241,2025-09-12 08:00:00+00:00,close,BTC-12SEP25-112000-P,buy,6.3,0.0,-0.0,0.0,115152.76,-0.0,0.0,119804.21,expiry,,0
0,243,243,2025-09-15 18:00:00+00:00,open,BTC-16SEP25-118000-C,sell,6.2,1e-04,0.00062,6.4604e-05,115117.08,71.37259,7.4370236,119868.15,,,0
0,243,243,2025-09-15 18:00:00+00:00,open,BTC-16SEP25-112000-P,sell,6.2,1e-04,0.00062,6.4604e-05,115117.08,71.37259,7.4370236,119932.086,,,0
0,244,243,2025-09-16 08:00:00+00:00,close,BTC-16SEP25-118000-C,buy,6.2,0.0,-0.0,0.0,115923.7,-0.0,0.0,119932.086,expiry,,0
0,244,243,2025-09-16 08:00:00+00:00,close,BTC-16SEP25-112000-P,buy,6.2,0.0,-0.0,0.0,115923.7,-0.0,0.0,119932.086,expiry,,0
0,245,245,2025-09-16 19:00:00+00:00,open,BTC-17SEP25-120000-C,sell,6.2,0.0003,0.0018600001,0.00019381201,116481.23,216.65509,22.57546,120126.164,,,0
0,245,245,2025-09-16 19:00:00+00:00,open,BTC-17SEP25-113000-P,sell,6.2,1e-04,0.00062,6.4604e-05,116481.23,72.21836,7.525153,120190.86,,,0
0,246,245,2025-09-17 08:00:00+00:00,close,BTC-17SEP25-120000-C,buy,6.2,0.0,-0.0,0.0,117222.28,-0.0,0.0,120190.86,expiry,,0
0,246,245,2025-09-17 08:00:00+00:00,close,BTC-17SEP25-113000-P,buy,6.2,0.0,-0.0,0.0,117222.28,-0.0,0.0,120190.86,expiry,,0
0,247,247,2025-09-17 21:00:00+00:00,open,BTC-18SEP25-119000-C,sell,6.2,0.0002,0.00124,0.000129208,115619.29,143.36792,14.938937,120319.29,,,0
0,247,247,2025-09-17 21:00:00+00:00,open,BTC-18SEP25-113000-P,sell,6.2,0.0003,0.0018600001,0.00019381201,115619.29,215.0519,22.408407,120511.93,,,0
0,248,247,2025-09-18 08:00:00+00:00,close,BTC-18SEP25-119000-C,buy,6.2,0.0,-0.0,0.0,117104.53,-0.0,0.0,120511.93,expiry,,0
0,248,247,2025-09-18 08:00:00+00:00,close,BTC-18SEP25-113000-P,buy,6.2,0.0,-0.0,0.0,117104.53,-0.0,0.0,120511.93,expiry,,0
0,249,249,2025-09-18 18:00:00+00:00,open,BTC-19SEP25-121000-C,sell,6.1,1e-04,0.00061,6.3562e-05,117630.51,71.75461,7.47683,120576.21,,,0
0,249,249,2025-09-18 18:00:00+00:00,open,BTC-19SEP25-115000-P,sell,6.1,0.0002,0.00122,0.000127124,117630.51,143.50922,14.95366,120704.766,,,0
0,250,249,2025-09-19 08:00:00+00:00,close,BTC-19SEP25-121000-C,buy,6.1,0.0,-0.0,0.0,116963.64,-0.0,0.0,120704.766,expiry,,0
0,250,249,2025-09-19 08:00:00+00:00,close,BTC-19SEP25-115000-P,buy,6.1,0.0,-0.0,0.0,116963.64,-0.0,0.0,120704.766,expiry,,0
0,251,251,2025-09-19 16:30:00+00:00,open,BTC-20SEP25-119000-C,sell,6.2,1e-04,0.00062,6.4604e-05,116013.15,71.928154,7.494913,120769.195,,,0
0,251,251,2025-09-19 16:30:00+00:00,open,BTC-20SEP25-113000-P,sell,6.2,0.0002,0.00124,0.000129208,116013.15,143.85631,14.989826,120898.06,,,0
0,252,251,2025-09-20 08:00:00+00:00,close,BTC-20SEP25-119000-C,buy,6.2,0.0,-0.0,0.0,115995.94,-0.0,0.0,120898.06,expiry,,0
0,252,251,2025-09-20 08:00:00+00:00,close,BTC-20SEP25-113000-P,buy,6.2,0.0,-0.0,0.0,115995.94,-0.0,0.0,120898.06,expiry,,0
0,253,253,2025-09-22 06:30:00+00:00,open,BTC-22SEP25-114000-C,sell,6.4,0.0002,0.00128,0.000133376,112778.71,144.35675,15.041973,121027.375,,,0
0,253,253,2025-09-22 06:30:00+00:00,open,BTC-22SEP25-110000-P,sell,6.4,0.0002,0.00128,0.000133376,112778.71,144.35675,15.041973,121156.695,,,0
0,254,253,2025-09-22 08:00:00+00:00,close,BTC-22SEP25-114000-C,buy,6.4,0.0,-0.0,0.0,112631.59,-0.0,0.0,121156.695,expiry,,0
0,254,253,2025-09-22 08:00:00+00:00,close,BTC-22SEP25-110000-P,buy,6.4,0.0,-0.0,0.0,112631.59,-0.0,0.0,121156.695,expiry,,0
0,255,255,2025-09-22 18:00:00+00:00,open,BTC-23SEP25-115000-C,sell,6.0,0.0002,0.0011999999,0.00012504,112431.39,134.91766,14.058421,121277.555,,,0
0,255,255,2025-09-22 18:00:00+00:00,open,BTC-23SEP25-108000-P,sell,6.0,0.0007,0.0042,0.00043763997,112431.39,472.21182,49.20447,121700.56,,,0
0,256,255,2025-09-23 08:00:00+00:00,close,BTC-23SEP25-115000-C,buy,6.0,0.0,-0.0,0.0,113121.31,-0.0,0.0,121700.56,expiry,,0
0,256,255,2025-09-23 08:00:00+00:00,close,BTC-23SEP25-108000-P,buy,6.0,0.0,-0.0,0.0,113121.31,-0.0,0.0,121700.56,expiry,,0
0,257,257,2025-09-24 20:40:00+00:00,open,BTC-25SEP25-116000-C,sell,6.4,1e-04,0.00064,6.6688e-05,113490.92,72.634186,7.5684824,121765.625,,,0
0,257,257,2025-09-24 20:40:00+00:00,open,BTC-25SEP25-110000-P,sell,6.4,1e-04,0.00064,6.6688e-05,113490.92,72.634186,7.5684824,121830.69,,,0
0,258,257,2025-09-25 08:00:00+00:00,close,BTC-25SEP25-116000-C,buy,6.4,0.0,-0.0,0.0,111829.41,-0.0,0.0,121830.69,expiry,,0
0,258,257,2025-09-25 08:00:00+00:00,close,BTC-25SEP25-110000-P,buy,6.4,0.0,-0.0,0.0,111829.41,-0.0,0.0,121830.69,expiry,,0
0,259,259,2025-09-25 22:00:00+00:00,open,BTC-26SEP25-112000-C,sell,6.7,0.0002,0.00134,0.000139628,109457.69,146.6733,15.283358,121962.08,,,0
0,259,259,2025-09-25 22:00:00+00:00,open,BTC-26SEP25-106000-P,sell,6.7,0.0002,0.00134,0.000139628,109457.69,146.6733,15.283358,122093.47,,,0
