date,nav_open,nav_high,nav_low,nav_close,nav_close_realized,return_pct,drawdown_pct,active_slots,eod_slot
2025-08-04,103477.35217,103477.35217,103477.35217,103477.35217,103477.35217,3.4774,-0.0,,
2025-08-05,103477.35217,103477.35217,103477.35217,103477.35217,103477.35217,3.4774,-0.0,,
2025-08-06,103477.35217,103477.35217,103477.35217,103477.35217,103477.35217,3.4774,-0.0,,
2025-08-07,103477.35217,103477.64217,103107.05017,103685.65357,103477.35217,3.6857,-0.3581,A,A
2025-08-08,103685.65357,103809.03092,103561.88842,103858.02042,103809.03092,3.858,-0.2381,"A,C",C
2025-08-09,103858.02042,103920.44561000001,103857.98061,103920.44561000001,103920.44561000001,3.9204,-0.0601,C,
2025-08-10,103920.44561000001,103920.44561000001,103920.44561000001,103920.44561000001,103920.44561000001,3.9204,-0.0,,
2025-08-11,103920.44561000001,104136.90243000002,103652.86743000001,104136.90243000002,104136.90243000002,4.1369,-0.4648,B,
2025-08-12,104136.90243000002,104212.99993000002,104012.02743000002,104060.80503000002,104136.90243000002,4.0608,-0.1928,A,A
2025-08-13,104060.80503000002,104248.34011500001,103811.10011500001,104248.34011500001,104248.34011500001,4.2483,-0.4194,A,
