combo_idx,trade_idx,open_idx,ts,event,contract,side,qty,price_btc,amount_btc,fee_btc,spot,amount_usd,fee_usd,balance_usd,exit_reason,status
38,16,15,2025-10-13 08:00:00+00:00,close,BTC-13OCT25-116000-C,buy,10.7,0.0,-0.0,0.0,115454.56,-0.0,0.0,103447.83,expiry,0
38,16,15,2025-10-13 08:00:00+00:00,close,BTC-13OCT25-113000-P,buy,10.7,0.0,-0.0,0.0,115454.56,-0.0,0.0,103447.83,expiry,0
38,17,17,2025-10-20 05:00:00+00:00,open,BTC-20OCT25-112000-C,sell,11.2,1e-04,0.0011199999,0.000116703995,110379.47,123.625,12.881725,103558.57,,0
38,17,17,2025-10-20 05:00:00+00:00,open,BTC-20OCT25-109000-P,sell,11.2,0.0003,0.0033600002,0.000350112,110379.47,370.87503,38.64518,103890.8,,0
38,18,17,2025-10-20 08:00:00+00:00,close,BTC-20OCT25-112000-C,buy,11.2,0.0,-0.0,0.0,111223.32,-0.0,0.0,103890.8,expiry,0
38,18,17,2025-10-20 08:00:00+00:00,close,BTC-20OCT25-109000-P,buy,11.2,0.0,-0.0,0.0,111223.32,-0.0,0.0,103890.8,expiry,0
38,19,19,2025-11-03 06:00:00+00:00,open,BTC-3NOV25-109000-C,sell,11.6,1e-04,0.00116,0.000120872,107630.88,124.85182,13.00956,104002.64,,0
38,19,19,2025-11-03 06:00:00+00:00,open,BTC-3NOV25-106000-P,sell,11.6,1e-04,0.00116,0.000120872,107630.88,124.85182,13.00956,104114.484,,0
38,20,19,2025-11-03 08:00:00+00:00,close,BTC-3NOV25-109000-C,buy,11.6,0.0,-0.0,0.0,107425.99,-0.0,0.0,104114.484,expiry,0
38,20,19,2025-11-03 08:00:00+00:00,close,BTC-3NOV25-106000-P,buy,11.6,0.0,-0.0,0.0,107425.99,-0.0,0.0,104114.484,expiry,0
38,21,21,2025-11-17 06:10:00+00:00,open,BTC-17NOV25-96000-C,sell,13.2,0.0002,0.0026399998,0.00027508798,94991.46,250.77745,26.13101,104339.13,,0
38,21,21,2025-11-17 06:10:00+00:00,open,BTC-17NOV25-94000-P,sell,13.2,0.0004,0.0052799997,0.00055017596,94991.46,501.5549,52.26202,104788.42,,0
38,22,21,2025-11-17 08:00:00+00:00,close,BTC-17NOV25-96000-C,buy,13.2,0.0,-0.0,0.0,95576.41,-0.0,0.0,104788.42,expiry,0
38,22,21,2025-11-17 08:00:00+00:00,close,BTC-17NOV25-94000-P,buy,13.2,0.0,-0.0,0.0,95576.41,-0.0,0.0,104788.42,expiry,0
38,23,23,2025-11-24 06:00:00+00:00,open,BTC-24NOV25-89000-C,sell,14.4,1e-04,0.00144,0.000150048,87425.67,125.89297,13.118047,104901.195,,0
38,23,23,2025-11-24 06:00:00+00:00,open,BTC-24NOV25-86000-P,sell,14.4,0.0003,0.0043200003,0.00045014403,87425.67,377.67892,39.354145,105239.52,,0
38,24,23,2025-11-24 08:00:00+00:00,close,BTC-24NOV25-89000-C,buy,14.4,0.0,-0.0,0.0,86899.69,-0.0,0.0,105239.52,expiry,0
38,24,23,2025-11-24 08:00:00+00:00,close,BTC-24NOV25-86000-P,buy,14.4,0.0,-0.0,0.0,86899.69,-0.0,0.0,105239.52,expiry,0
38,25,25,2025-12-01 06:00:00+00:00,open,BTC-1DEC25-87000-C,sell,12.2,0.0004,0.00488,0.000508496,86049.78,419.9229,43.75597,105615.69,,0
38,25,25,2025-12-01 06:00:00+00:00,open,BTC-1DEC25-85000-P,sell,12.2,0.0004,0.00488,0.000508496,86049.78,419.9229,43.75597,105991.86,,0
38,26,25,2025-12-01 08:00:00+00:00,close,BTC-1DEC25-87000-C,buy,12.2,0.0,-0.0,0.0,86523.16,-0.0,0.0,105991.86,expiry,0
38,26,25,2025-12-01 08:00:00+00:00,close,BTC-1DEC25-85000-P,buy,12.2,0.0,-0.0,0.0,86523.16,-0.0,0.0,105991.86,expiry,0
38,27,27,2025-12-29 06:00:00+00:00,open,BTC-29DEC25-91000-C,sell,14.1,1e-04,0.0014099999,0.000146922,89926.28,126.79605,13.212149,106105.44,,0
38,27,27,2025-12-29 06:00:00+00:00,open,BTC-29DEC25-89000-P,sell,14.1,0.0002,0.0028199998,0.000293844,89926.28,253.5921,26.424297,106332.61,,0
38,28,27,2025-12-29 08:00:00+00:00,close,BTC-29DEC25-91000-C,buy,14.1,0.0,-0.0,0.0,89540.69,-0.0,0.0,106332.61,expiry,0
38,28,27,2025-12-29 08:00:00+00:00,close,BTC-29DEC25-89000-P,buy,14.1,0.0,-0.0,0.0,89540.69,-0.0,0.0,106332.61,expiry,0
38,29,29,2026-02-02 06:00:00+00:00,open,BTC-2FEB26-77000-C,sell,11.3,0.0002,0.00226,0.000235492,75420.98,170.4514,17.761036,106485.3,,0
38,29,29,2026-02-02 06:00:00+00:00,open,BTC-2FEB26-74000-P,sell,11.3,0.0008,0.00904,0.000941968,75420.98,681.8056,71.04414,107096.06,,0
38,30,29,2026-02-02 08:00:00+00:00,close,BTC-2FEB26-77000-C,buy,11.3,0.0,-0.0,0.0,76533.0,-0.0,0.0,107096.06,expiry,0
38,30,29,2026-02-02 08:00:00+00:00,close,BTC-2FEB26-74000-P,buy,11.3,0.0,-0.0,0.0,76533.0,-0.0,0.0,107096.06,expiry,0
38,31,31,2026-02-09 06:00:00+00:00,open,BTC-9FEB26-72000-C,sell,18.2,1e-04,0.00182,0.000189644,70795.69,128.84814,13.425977,107211.484,,0
38,31,31,2026-02-09 06:00:00+00:00,open,BTC-9FEB26-70000-P,sell,18.2,0.0003,0.00546,0.00056893204,70795.69,386.54446,40.277935,107557.75,,0
38,32,31,2026-02-09 08:00:00+00:00,close,BTC-9FEB26-72000-C,buy,18.2,0.0,-0.0,0.0,70416.31,-0.0,0.0,107557.75,expiry,0
38,32,31,2026-02-09 08:00:00+00:00,close,BTC-9FEB26-70000-P,buy,18.2,0.0,-0.0,0.0,70416.31,-0.0,0.0,107557.75,expiry,0
38,33,33,2026-02-23 06:00:00+00:00,open,BTC-23FEB26-66000-C,sell,19.8,1e-04,0.00198,0.00020631599,65032.97,128.76527,13.417341,107673.09,,0
38,33,33,2026-02-23 06:00:00+00:00,open,BTC-23FEB26-64000-P,sell,19.8,1e-04,0.00198,0.00020631599,65032.97,128.76527,13.417341,107788.445,,0
38,34,33,2026-02-23 08:00:00+00:00,close,BTC-23FEB26-66000-C,buy,19.8,0.0,-0.0,0.0,65943.01,-0.0,0.0,107788.445,expiry,0
38,34,33,2026-02-23 08:00:00+00:00,close,BTC-23FEB26-64000-P,buy,19.8,0.0,-0.0,0.0,65943.01,-0.0,0.0,107788.445,expiry,0
38,35,35,2026-03-02 06:00:00+00:00,open,BTC-2MAR26-67500-C,sell,18.5,0.0004,0.0074,0.00077107997,66704.01,493.60965,51.434124,108230.62,,0
38,35,35,2026-03-02 06:00:00+00:00,open,BTC-2MAR26-65500-P,sell,18.5,0.0003,0.0055500004,0.00057831005,66704.01,370.20728,38.575596,108562.25,,0
38,36,35,2026-03-02 08:00:00+00:00,close,BTC-2MAR26-67500-C,buy,18.5,0.0,-0.0,0.0,65927.11,-0.0,0.0,108562.25,expiry,0
