combo_idx,trade_idx,open_idx,ts,event,contract,side,qty,price_btc,amount_btc,fee_btc,spot,amount_usd,fee_usd,balance_usd,exit_reason,status
183,1,1,2025-06-27 16:00:00+00:00,open,BTC-28JUN25-110000-C,sell,11.2,1e-04,0.0011199999,0.000116703995,107380.74,120.266426,12.531762,100107.734,,0
183,1,1,2025-06-27 16:00:00+00:00,open,BTC-28JUN25-104000-P,sell,11.2,1e-04,0.0011199999,0.000116703995,107380.74,120.266426,12.531762,100215.47,,0
183,2,1,2025-06-28 08:00:00+00:00,close,BTC-28JUN25-110000-C,buy,11.2,0.0,-0.0,0.0,107534.74,-0.0,0.0,100215.47,expiry,0
183,2,1,2025-06-28 08:00:00+00:00,close,BTC-28JUN25-104000-P,buy,11.2,0.0,-0.0,0.0,107534.74,-0.0,0.0,100215.47,expiry,0
183,3,3,2025-07-04 16:00:00+00:00,open,BTC-5JUL25-110500-C,sell,11.2,1e-04,0.0011199999,0.000116703995,107641.49,120.55847,12.562192,100323.47,,0
183,3,3,2025-07-04 16:00:00+00:00,open,BTC-5JUL25-105000-P,sell,11.2,0.0003,0.0033600002,0.000350112,107641.49,361.67545,37.68658,100647.45,,0
183,4,3,2025-07-05 08:00:00+00:00,close,BTC-5JUL25-110500-C,buy,11.2,0.0,-0.0,0.0,108081.18,-0.0,0.0,100647.45,expiry,0
183,4,3,2025-07-05 08:00:00+00:00,close,BTC-5JUL25-105000-P,buy,11.2,0.0,-0.0,0.0,108081.18,-0.0,0.0,100647.45,expiry,0
183,5,5,2025-07-11 16:00:00+00:00,open,BTC-12JUL25-120000-C,sell,5.3,0.0007,0.0037099998,0.000386582,116972.75,433.96887,45.21956,101036.2,,0
183,5,5,2025-07-11 16:00:00+00:00,open,BTC-12JUL25-114000-P,sell,5.3,0.0006,0.0031800002,0.00033135602,116972.75,371.97336,38.759624,101369.414,,0
183,6,5,2025-07-12 08:00:00+00:00,close,BTC-12JUL25-120000-C,buy,5.3,0.0,-0.0,0.0,117827.26,-0.0,0.0,101369.414,expiry,0
183,6,5,2025-07-12 08:00:00+00:00,close,BTC-12JUL25-114000-P,buy,5.3,0.0,-0.0,0.0,117827.26,-0.0,0.0,101369.414,expiry,0
183,7,7,2025-07-18 16:00:00+00:00,open,BTC-19JUL25-121000-C,sell,5.3,0.0005,0.0026500002,0.00027613,117949.46,312.5661,32.569386,101649.414,,0
183,7,7,2025-07-18 16:00:00+00:00,open,BTC-19JUL25-115000-P,sell,5.3,0.0008,0.0042399997,0.000441808,117949.46,500.1057,52.111015,102097.41,,0
183,8,7,2025-07-19 08:00:00+00:00,close,BTC-19JUL25-121000-C,buy,5.3,0.0,-0.0,0.0,118274.55,-0.0,0.0,102097.41,expiry,0
183,8,7,2025-07-19 08:00:00+00:00,close,BTC-19JUL25-115000-P,buy,5.3,0.0,-0.0,0.0,118274.55,-0.0,0.0,102097.41,expiry,0
183,9,9,2025-07-25 16:00:00+00:00,open,BTC-26JUL25-119000-C,sell,10.6,0.0002,0.0021199998,0.000220904,115773.04,245.43884,25.574726,102317.27,,0
183,9,9,2025-07-25 16:00:00+00:00,open,BTC-26JUL25-112000-P,sell,10.6,0.0002,0.0021199998,0.000220904,115773.04,245.43884,25.574726,102537.14,,0
183,10,9,2025-07-26 08:00:00+00:00,close,BTC-26JUL25-119000-C,buy,10.6,0.0,-0.0,0.0,117381.6,-0.0,0.0,102537.14,expiry,0
183,10,9,2025-07-26 08:00:00+00:00,close,BTC-26JUL25-112000-P,buy,10.6,0.0,-0.0,0.0,117381.6,-0.0,0.0,102537.14,expiry,0
183,11,11,2025-08-01 16:00:00+00:00,open,BTC-2AUG25-119000-C,sell,10.7,1e-04,0.00107,0.000111493995,115316.39,123.388535,12.857085,102647.67,,0
183,11,11,2025-08-01 16:00:00+00:00,open,BTC-2AUG25-112000-P,sell,10.7,0.0005,0.00535,0.00055747,115316.39,616.94275,64.28543,103200.33,,0
183,12,11,2025-08-02 08:00:00+00:00,close,BTC-2AUG25-119000-C,buy,10.7,0.0,-0.0,0.0,113966.13,-0.0,0.0,103200.33,expiry,0
183,12,11,2025-08-02 08:00:00+00:00,close,BTC-2AUG25-112000-P,buy,10.7,0.0,-0.0,0.0,113966.13,-0.0,0.0,103200.33,expiry,0
183,13,13,2025-08-08 16:00:00+00:00,open,BTC-9AUG25-120000-C,sell,10.7,1e-04,0.00107,0.000111493995,116237.87,124.37451,12.959825,103311.74,,0
183,13,13,2025-08-08 16:00:00+00:00,open,BTC-9AUG25-113000-P,sell,10.7,1e-04,0.00107,0.000111493995,116237.87,124.37451,12.959825,103423.16,,0
183,14,13,2025-08-09 08:00:00+00:00,close,BTC-9AUG25-120000-C,buy,10.7,0.0,-0.0,0.0,116768.11,-0.0,0.0,103423.16,expiry,0
183,14,13,2025-08-09 08:00:00+00:00,close,BTC-9AUG25-113000-P,buy,10.7,0.0,-0.0,0.0,116768.11,-0.0,0.0,103423.16,expiry,0
183,15,15,2025-08-15 16:00:00+00:00,open,BTC-16AUG25-121000-C,sell,10.6,0.0002,0.0021199998,0.000220904,117313.35,248.7043,25.914988,103645.945,,0
183,15,15,2025-08-15 16:00:00+00:00,open,BTC-16AUG25-114000-P,sell,10.6,0.0004,0.0042399997,0.000441808,117313.35,497.4086,51.829975,104091.52,,0
