combo_idx,trade_idx,open_idx,ts,event,contract,side,qty,price_btc,amount_btc,fee_btc,spot,amount_usd,fee_usd,balance_usd,exit_reason,status
266,1,1,2025-07-01 22:05:00+00:00,open,BTC-2JUL25-109000-C,sell,11.3,1e-04,0.00113,0.000117746,105933.67,119.70505,12.473266,100107.234,,0
266,1,1,2025-07-01 22:05:00+00:00,open,BTC-2JUL25-103000-P,sell,11.3,1e-04,0.00113,0.000117746,105933.67,119.70505,12.473266,100214.46,,0
266,2,1,2025-07-02 08:00:00+00:00,close,BTC-2JUL25-109000-C,buy,11.3,0.0,-0.0,0.0,107307.66,-0.0,0.0,100214.46,expiry,0
266,2,1,2025-07-02 08:00:00+00:00,close,BTC-2JUL25-103000-P,buy,11.3,0.0,-0.0,0.0,107307.66,-0.0,0.0,100214.46,expiry,0
266,3,3,2025-07-02 21:00:00+00:00,open,BTC-3JUL25-113000-C,sell,11.0,0.0002,0.0022,0.00022923999,109207.1,240.25562,25.034636,100429.69,,0
266,3,3,2025-07-02 21:00:00+00:00,open,BTC-3JUL25-106000-P,sell,11.0,1e-04,0.0011,0.000114619994,109207.1,120.12781,12.517318,100537.3,,0
266,4,3,2025-07-03 08:00:00+00:00,close,BTC-3JUL25-113000-C,buy,11.0,0.0,-0.0,0.0,109389.77,-0.0,0.0,100537.3,expiry,0
266,4,3,2025-07-03 08:00:00+00:00,close,BTC-3JUL25-106000-P,buy,11.0,0.0,-0.0,0.0,109389.77,-0.0,0.0,100537.3,expiry,0
266,5,5,2025-07-03 20:00:00+00:00,open,BTC-4JUL25-113000-C,sell,11.0,0.0002,0.0022,0.00022923999,109856.77,241.68489,25.183567,100753.8,,0
266,5,5,2025-07-03 20:00:00+00:00,open,BTC-4JUL25-107000-P,sell,11.0,0.0002,0.0022,0.00022923999,109856.77,241.68489,25.183567,100970.3,,0
266,6,5,2025-07-04 08:00:00+00:00,close,BTC-4JUL25-113000-C,buy,11.0,0.0,-0.0,0.0,108743.36,-0.0,0.0,100970.3,expiry,0
266,6,5,2025-07-04 08:00:00+00:00,close,BTC-4JUL25-107000-P,buy,11.0,0.0,-0.0,0.0,108743.36,-0.0,0.0,100970.3,expiry,0
266,7,7,2025-07-08 20:00:00+00:00,open,BTC-9JUL25-112000-C,sell,11.1,1e-04,0.00111,0.000115662,108770.09,120.7348,12.580566,101078.45,,0
266,7,7,2025-07-08 20:00:00+00:00,open,BTC-9JUL25-105000-P,sell,11.1,1e-04,0.00111,0.000115662,108770.09,120.7348,12.580566,101186.61,,0
266,8,7,2025-07-09 08:00:00+00:00,close,BTC-9JUL25-112000-C,buy,11.1,0.0,-0.0,0.0,108743.28,-0.0,0.0,101186.61,expiry,0
266,8,7,2025-07-09 08:00:00+00:00,close,BTC-9JUL25-105000-P,buy,11.1,0.0,-0.0,0.0,108743.28,-0.0,0.0,101186.61,expiry,0
266,9,9,2025-07-14 22:00:00+00:00,open,BTC-15JUL25-123500-C,sell,10.1,0.0003,0.0030300003,0.000315726,120043.58,363.73206,37.90088,101512.44,,0
266,9,9,2025-07-14 22:00:00+00:00,open,BTC-15JUL25-116000-P,sell,10.1,1e-04,0.00101,0.000105242,120043.58,121.24401,12.633626,101621.05,,0
266,10,9,2025-07-15 08:00:00+00:00,close,BTC-15JUL25-123500-C,buy,10.1,0.0,-0.0,0.0,116766.02,-0.0,0.0,101621.05,expiry,0
266,10,9,2025-07-15 08:00:00+00:00,close,BTC-15JUL25-116000-P,buy,10.1,0.0,-0.0,0.0,116766.02,-0.0,0.0,101621.05,expiry,0
266,11,11,2025-07-16 22:00:00+00:00,open,BTC-17JUL25-123000-C,sell,10.2,0.0002,0.00204,0.00021256799,119513.06,243.80664,25.404652,101839.45,,0
266,11,11,2025-07-16 22:00:00+00:00,open,BTC-17JUL25-116000-P,sell,10.2,1e-04,0.00102,0.000106283995,119513.06,121.90332,12.702326,101948.65,,0
266,12,11,2025-07-17 08:00:00+00:00,close,BTC-17JUL25-123000-C,buy,10.2,0.0,-0.0,0.0,118378.85,-0.0,0.0,101948.65,expiry,0
266,12,11,2025-07-17 08:00:00+00:00,close,BTC-17JUL25-116000-P,buy,10.2,0.0,-0.0,0.0,118378.85,-0.0,0.0,101948.65,expiry,0
266,13,13,2025-07-23 20:00:00+00:00,open,BTC-24JUL25-122000-C,sell,10.3,1e-04,0.0010299999,0.000107326,118460.99,122.01482,12.713944,102057.95,,0
266,13,13,2025-07-23 20:00:00+00:00,open,BTC-24JUL25-115000-P,sell,10.3,0.0002,0.0020599999,0.000214652,118460.99,244.02963,25.427889,102276.555,,0
266,14,13,2025-07-24 08:00:00+00:00,close,BTC-24JUL25-122000-C,buy,10.3,0.0,-0.0,0.0,118365.93,-0.0,0.0,102276.555,expiry,0
266,14,13,2025-07-24 08:00:00+00:00,close,BTC-24JUL25-115000-P,buy,10.3,0.0,-0.0,0.0,118365.93,-0.0,0.0,102276.555,expiry,0
266,15,15,2025-07-24 20:00:00+00:00,open,BTC-25JUL25-123000-C,sell,10.3,0.0002,0.0020599999,0.000214652,118955.11,245.04752,25.53395,102496.07,,0
266,15,15,2025-07-24 20:00:00+00:00,open,BTC-25JUL25-115000-P,sell,10.3,0.0003,0.0030900002,0.000321978,118955.11,367.57132,38.30093,102825.336,,0
266,16,15,2025-07-25 08:00:00+00:00,close,BTC-25JUL25-123000-C,buy,10.3,0.0,-0.0,0.0,115543.32,-0.0,0.0,102825.336,expiry,0
266,16,15,2025-07-25 08:00:00+00:00,close,BTC-25JUL25-115000-P,buy,10.3,0.0,-0.0,0.0,115543.32,-0.0,0.0,102825.336,expiry,0
266,17,17,2025-08-07 20:00:00+00:00,open,BTC-8AUG25-121000-C,sell,10.5,0.0003,0.0031500002,0.00032823,117542.8,370.25983,38.581074,103157.016,,0
266,17,17,2025-08-07 20:00:00+00:00,open,BTC-8AUG25-114000-P,sell,10.5,0.0003,0.0031500002,0.00032823,117542.8,370.25983,38.581074,103488.695,,0
266,18,17,2025-08-08 08:00:00+00:00,close,BTC-8AUG25-121000-C,buy,10.5,0.0,-0.0,0.0,116800.52,-0.0,0.0,103488.695,expiry,0
266,18,17,2025-08-08 08:00:00+00:00,close,BTC-8AUG25-114000-P,buy,10.5,0.0,-0.0,0.0,116800.52,-0.0,0.0,103488.695,expiry,0
266,19,19,2025-08-12 20:00:00+00:00,open,BTC-13AUG25-123000-C,sell,10.4,1e-04,0.00104,0.000108367996,119615.56,124.400185,12.962499,103600.13,,0
266,19,19,2025-08-12 20:00:00+00:00,open,BTC-13AUG25-116000-P,sell,10.4,1e-04,0.00104,0.000108367996,119615.56,124.400185,12.962499,103711.57,,0
266,20,19,2025-08-13 08:00:00+00:00,close,BTC-13AUG25-123000-C,buy,10.4,0.0,-0.0,0.0,119523.81,-0.0,0.0,103711.57,expiry,0
266,20,19,2025-08-13 08:00:00+00:00,close,BTC-13AUG25-116000-P,buy,10.4,0.0,-0.0,0.0,119523.81,-0.0,0.0,103711.57,expiry,0
266,21,21,2025-08-18 20:00:00+00:00,open,BTC-19AUG25-120000-C,sell,10.7,1e-04,0.00107,0.000111493995,116379.71,124.52629,12.975639,103823.12,,0
266,21,21,2025-08-18 20:00:00+00:00,open,BTC-19AUG25-113000-P,sell,10.7,1e-04,0.00107,0.000111493995,116379.71,124.52629,12.975639,103934.67,,0
266,22,21,2025-08-19 08:00:00+00:00,close,BTC-19AUG25-120000-C,buy,10.7,0.0,-0.0,0.0,115011.6,-0.0,0.0,103934.67,expiry,0
266,22,21,2025-08-19 08:00:00+00:00,close,BTC-19AUG25-113000-P,buy,10.7,0.0,-0.0,0.0,115011.6,-0.0,0.0,103934.67,expiry,0
266,23,23,2025-08-19 23:05:00+00:00,open,BTC-20AUG25-116000-C,sell,11.0,1e-04,0.0011,0.000114619994,112982.32,124.28055,12.950033,104046.0,,0
266,23,23,2025-08-19 23:05:00+00:00,open,BTC-20AUG25-110000-P,sell,11.0,0.0003,0.0033000002,0.00034386,112982.32,372.84167,38.8501,104379.99,,0
266,24,23,2025-08-20 08:00:00+00:00,close,BTC-20AUG25-116000-C,buy,11.0,0.0,-0.0,0.0,113420.94,-0.0,0.0,104379.99,expiry,0
266,24,23,2025-08-20 08:00:00+00:00,close,BTC-20AUG25-110000-P,buy,11.0,0.0,-0.0,0.0,113420.94,-0.0,0.0,104379.99,expiry,0
266,25,25,2025-08-20 21:00:00+00:00,open,BTC-21AUG25-118000-C,sell,10.9,1e-04,0.0010899999,0.000113578,114402.81,124.699066,12.993642,104491.695,,0
266,25,25,2025-08-20 21:00:00+00:00,open,BTC-21AUG25-111000-P,sell,10.9,1e-04,0.0010899999,0.000113578,114402.81,124.699066,12.993642,104603.41,,0
266,26,25,2025-08-21 08:00:00+00:00,close,BTC-21AUG25-118000-C,buy,10.9,0.0,-0.0,0.0,113900.95,-0.0,0.0,104603.41,expiry,0
266,26,25,2025-08-21 08:00:00+00:00,close,BTC-21AUG25-111000-P,buy,10.9,0.0,-0.0,0.0,113900.95,-0.0,0.0,104603.41,expiry,0
266,27,27,2025-08-21 22:00:00+00:00,open,BTC-22AUG25-116000-C,sell,11.2,1e-04,0.0011199999,0.000116703995,112525.47,126.02852,13.132172,104716.3,,0
266,27,27,2025-08-21 22:00:00+00:00,open,BTC-22AUG25-109000-P,sell,11.2,0.0002,0.0022399998,0.00023340799,112525.47,252.05704,26.264343,104942.09,,0
266,28,27,2025-08-22 08:00:00+00:00,close,BTC-22AUG25-116000-C,buy,11.2,0.0,-0.0,0.0,113038.03,-0.0,0.0,104942.09,expiry,0
266,28,27,2025-08-22 08:00:00+00:00,close,BTC-22AUG25-109000-P,buy,11.2,0.0,-0.0,0.0,113038.03,-0.0,0.0,104942.09,expiry,0
266,29,29,2025-08-26 21:05:00+00:00,open,BTC-27AUG25-115000-C,sell,11.3,1e-04,0.00113,0.000117746,111272.48,125.73789,13.101889,105054.73,,0
266,29,29,2025-08-26 21:05:00+00:00,open,BTC-27AUG25-108000-P,sell,11.3,0.0002,0.00226,0.000235492,111272.48,251.47578,26.203777,105280.0,,0
